"","year","julian","site","bay","species","length","cod.cpue","pollock.cpue","temperature"
"44",2006,196,"Eelgrass patches","Anton Larson Bay","pcod",54,30,5,14.8
"45",2006,196,"Eelgrass patches","Anton Larson Bay","pcod",54,30,5,14.8
"46",2006,196,"Eelgrass patches","Anton Larson Bay","pcod",54,30,5,14.8
"47",2006,196,"Eelgrass patches","Anton Larson Bay","pcod",54,30,5,14.8
"48",2006,196,"Eelgrass patches","Anton Larson Bay","pcod",58,30,5,14.8
"49",2006,196,"Wooden Boat","Anton Larson Bay","pcod",41,68,7,13
"50",2006,196,"Wooden Boat","Anton Larson Bay","pcod",42,68,7,13
"51",2006,196,"Wooden Boat","Anton Larson Bay","pcod",43,68,7,13
"52",2006,196,"Wooden Boat","Anton Larson Bay","pcod",44,68,7,13
"53",2006,196,"Wooden Boat","Anton Larson Bay","pcod",45,68,7,13
"54",2006,196,"Wooden Boat","Anton Larson Bay","pcod",46,68,7,13
"55",2006,196,"Wooden Boat","Anton Larson Bay","pcod",48,68,7,13
"56",2006,196,"Wooden Boat","Anton Larson Bay","pcod",49,68,7,13
"57",2006,196,"Wooden Boat","Anton Larson Bay","pcod",49,68,7,13
"58",2006,196,"Wooden Boat","Anton Larson Bay","pcod",49,68,7,13
"59",2006,196,"Wooden Boat","Anton Larson Bay","pcod",50,68,7,13
"60",2006,196,"Wooden Boat","Anton Larson Bay","pcod",50,68,7,13
"61",2006,196,"Wooden Boat","Anton Larson Bay","pcod",50,68,7,13
"62",2006,196,"Wooden Boat","Anton Larson Bay","pcod",51,68,7,13
"63",2006,196,"Wooden Boat","Anton Larson Bay","pcod",51,68,7,13
"64",2006,196,"Wooden Boat","Anton Larson Bay","pcod",52,68,7,13
"65",2006,196,"Wooden Boat","Anton Larson Bay","pcod",52,68,7,13
"66",2006,196,"Wooden Boat","Anton Larson Bay","pcod",53,68,7,13
"67",2006,196,"Wooden Boat","Anton Larson Bay","pcod",53,68,7,13
"68",2006,196,"Wooden Boat","Anton Larson Bay","pcod",53,68,7,13
"69",2006,196,"Wooden Boat","Anton Larson Bay","pcod",54,68,7,13
"70",2006,196,"Wooden Boat","Anton Larson Bay","pcod",54,68,7,13
"71",2006,196,"Wooden Boat","Anton Larson Bay","pcod",54,68,7,13
"72",2006,196,"Wooden Boat","Anton Larson Bay","pcod",54,68,7,13
"73",2006,196,"Wooden Boat","Anton Larson Bay","pcod",54,68,7,13
"74",2006,196,"Wooden Boat","Anton Larson Bay","pcod",54,68,7,13
"75",2006,196,"Wooden Boat","Anton Larson Bay","pcod",55,68,7,13
"76",2006,196,"Wooden Boat","Anton Larson Bay","pcod",55,68,7,13
"77",2006,196,"Wooden Boat","Anton Larson Bay","pcod",55,68,7,13
"78",2006,196,"Wooden Boat","Anton Larson Bay","pcod",55,68,7,13
"79",2006,196,"Wooden Boat","Anton Larson Bay","pcod",55,68,7,13
"80",2006,196,"Wooden Boat","Anton Larson Bay","pcod",55,68,7,13
"81",2006,196,"Wooden Boat","Anton Larson Bay","pcod",56,68,7,13
"82",2006,196,"Wooden Boat","Anton Larson Bay","pcod",56,68,7,13
"83",2006,196,"Wooden Boat","Anton Larson Bay","pcod",56,68,7,13
"84",2006,196,"Wooden Boat","Anton Larson Bay","pcod",56,68,7,13
"85",2006,196,"Wooden Boat","Anton Larson Bay","pcod",56,68,7,13
"86",2006,196,"Wooden Boat","Anton Larson Bay","pcod",56,68,7,13
"87",2006,196,"Wooden Boat","Anton Larson Bay","pcod",56,68,7,13
"88",2006,196,"Wooden Boat","Anton Larson Bay","pcod",57,68,7,13
"89",2006,196,"Wooden Boat","Anton Larson Bay","pcod",57,68,7,13
"90",2006,196,"Wooden Boat","Anton Larson Bay","pcod",58,68,7,13
"91",2006,196,"Wooden Boat","Anton Larson Bay","pcod",58,68,7,13
"92",2006,196,"Wooden Boat","Anton Larson Bay","pcod",58,68,7,13
"93",2006,196,"Wooden Boat","Anton Larson Bay","pcod",58,68,7,13
"94",2006,196,"Wooden Boat","Anton Larson Bay","pcod",58,68,7,13
"95",2006,196,"Wooden Boat","Anton Larson Bay","pcod",60,68,7,13
"96",2006,196,"Wooden Boat","Anton Larson Bay","pcod",60,68,7,13
"97",2006,196,"Wooden Boat","Anton Larson Bay","pcod",60,68,7,13
"98",2006,196,"Wooden Boat","Anton Larson Bay","pcod",60,68,7,13
"99",2006,196,"Wooden Boat","Anton Larson Bay","pcod",60,68,7,13
"100",2006,196,"Wooden Boat","Anton Larson Bay","pcod",61,68,7,13
"101",2006,196,"Wooden Boat","Anton Larson Bay","pcod",61,68,7,13
"102",2006,196,"Wooden Boat","Anton Larson Bay","pcod",61,68,7,13
"103",2006,196,"Wooden Boat","Anton Larson Bay","pcod",61,68,7,13
"104",2006,196,"Wooden Boat","Anton Larson Bay","pcod",61,68,7,13
"105",2006,196,"Wooden Boat","Anton Larson Bay","pcod",62,68,7,13
"106",2006,196,"Wooden Boat","Anton Larson Bay","pcod",62,68,7,13
"107",2006,196,"Wooden Boat","Anton Larson Bay","pcod",62,68,7,13
"108",2006,196,"Wooden Boat","Anton Larson Bay","pcod",64,68,7,13
"109",2006,196,"Wooden Boat","Anton Larson Bay","pcod",65,68,7,13
"110",2006,196,"Wooden Boat","Anton Larson Bay","pcod",65,68,7,13
"111",2006,196,"Wooden Boat","Anton Larson Bay","pcod",66,68,7,13
"112",2006,196,"Wooden Boat","Anton Larson Bay","pcod",67,68,7,13
"113",2006,196,"Wooden Boat","Anton Larson Bay","pcod",68,68,7,13
"114",2006,196,"Wooden Boat","Anton Larson Bay","pcod",68,68,7,13
"115",2006,196,"Wooden Boat","Anton Larson Bay","pcod",69,68,7,13
"116",2006,196,"Wooden Boat","Anton Larson Bay","pcod",80,68,7,13
"117",2006,196,"Laminaria #2","Anton Larson Bay","pcod",36,189,0,10.9
"118",2006,196,"Laminaria #2","Anton Larson Bay","pcod",36,189,0,10.9
"119",2006,196,"Laminaria #2","Anton Larson Bay","pcod",37,189,0,10.9
"120",2006,196,"Laminaria #2","Anton Larson Bay","pcod",40,189,0,10.9
"121",2006,196,"Laminaria #2","Anton Larson Bay","pcod",40,189,0,10.9
"122",2006,196,"Laminaria #2","Anton Larson Bay","pcod",40,189,0,10.9
"123",2006,196,"Laminaria #2","Anton Larson Bay","pcod",41,189,0,10.9
"124",2006,196,"Laminaria #2","Anton Larson Bay","pcod",42,189,0,10.9
"125",2006,196,"Laminaria #2","Anton Larson Bay","pcod",42,189,0,10.9
"126",2006,196,"Laminaria #2","Anton Larson Bay","pcod",42,189,0,10.9
"127",2006,196,"Laminaria #2","Anton Larson Bay","pcod",42,189,0,10.9
"128",2006,196,"Laminaria #2","Anton Larson Bay","pcod",43,189,0,10.9
"129",2006,196,"Laminaria #2","Anton Larson Bay","pcod",43,189,0,10.9
"130",2006,196,"Laminaria #2","Anton Larson Bay","pcod",43,189,0,10.9
"131",2006,196,"Laminaria #2","Anton Larson Bay","pcod",44,189,0,10.9
"132",2006,196,"Laminaria #2","Anton Larson Bay","pcod",44,189,0,10.9
"133",2006,196,"Laminaria #2","Anton Larson Bay","pcod",44,189,0,10.9
"134",2006,196,"Laminaria #2","Anton Larson Bay","pcod",44,189,0,10.9
"135",2006,196,"Laminaria #2","Anton Larson Bay","pcod",45,189,0,10.9
"136",2006,196,"Laminaria #2","Anton Larson Bay","pcod",46,189,0,10.9
"137",2006,196,"Laminaria #2","Anton Larson Bay","pcod",46,189,0,10.9
"138",2006,196,"Laminaria #2","Anton Larson Bay","pcod",46,189,0,10.9
"139",2006,196,"Laminaria #2","Anton Larson Bay","pcod",46,189,0,10.9
"140",2006,196,"Laminaria #2","Anton Larson Bay","pcod",46,189,0,10.9
"141",2006,196,"Laminaria #2","Anton Larson Bay","pcod",46,189,0,10.9
"142",2006,196,"Laminaria #2","Anton Larson Bay","pcod",47,189,0,10.9
"143",2006,196,"Laminaria #2","Anton Larson Bay","pcod",47,189,0,10.9
"144",2006,196,"Laminaria #2","Anton Larson Bay","pcod",47,189,0,10.9
"145",2006,196,"Laminaria #2","Anton Larson Bay","pcod",47,189,0,10.9
"146",2006,196,"Laminaria #2","Anton Larson Bay","pcod",48,189,0,10.9
"147",2006,196,"Laminaria #2","Anton Larson Bay","pcod",48,189,0,10.9
"148",2006,196,"Laminaria #2","Anton Larson Bay","pcod",48,189,0,10.9
"149",2006,196,"Laminaria #2","Anton Larson Bay","pcod",48,189,0,10.9
"150",2006,196,"Laminaria #2","Anton Larson Bay","pcod",48,189,0,10.9
"151",2006,196,"Laminaria #2","Anton Larson Bay","pcod",48,189,0,10.9
"152",2006,196,"Laminaria #2","Anton Larson Bay","pcod",49,189,0,10.9
"153",2006,196,"Laminaria #2","Anton Larson Bay","pcod",49,189,0,10.9
"154",2006,196,"Laminaria #2","Anton Larson Bay","pcod",49,189,0,10.9
"155",2006,196,"Laminaria #2","Anton Larson Bay","pcod",50,189,0,10.9
"156",2006,196,"Laminaria #2","Anton Larson Bay","pcod",50,189,0,10.9
"157",2006,196,"Laminaria #2","Anton Larson Bay","pcod",50,189,0,10.9
"158",2006,196,"Laminaria #2","Anton Larson Bay","pcod",51,189,0,10.9
"159",2006,196,"Laminaria #2","Anton Larson Bay","pcod",51,189,0,10.9
"160",2006,196,"Laminaria #2","Anton Larson Bay","pcod",51,189,0,10.9
"161",2006,196,"Laminaria #2","Anton Larson Bay","pcod",51,189,0,10.9
"162",2006,196,"Laminaria #2","Anton Larson Bay","pcod",52,189,0,10.9
"163",2006,196,"Laminaria #2","Anton Larson Bay","pcod",52,189,0,10.9
"164",2006,196,"Laminaria #2","Anton Larson Bay","pcod",53,189,0,10.9
"165",2006,196,"Laminaria #2","Anton Larson Bay","pcod",54,189,0,10.9
"166",2006,196,"Laminaria #2","Anton Larson Bay","pcod",54,189,0,10.9
"167",2006,196,"Laminaria #2","Anton Larson Bay","pcod",54,189,0,10.9
"168",2006,196,"Laminaria #2","Anton Larson Bay","pcod",55,189,0,10.9
"169",2006,196,"Laminaria #2","Anton Larson Bay","pcod",55,189,0,10.9
"170",2006,196,"Laminaria #2","Anton Larson Bay","pcod",55,189,0,10.9
"171",2006,196,"Laminaria #2","Anton Larson Bay","pcod",55,189,0,10.9
"172",2006,196,"Laminaria #2","Anton Larson Bay","pcod",55,189,0,10.9
"173",2006,196,"Laminaria #2","Anton Larson Bay","pcod",55,189,0,10.9
"174",2006,196,"Laminaria #2","Anton Larson Bay","pcod",55,189,0,10.9
"175",2006,196,"Laminaria #2","Anton Larson Bay","pcod",56,189,0,10.9
"176",2006,196,"Laminaria #2","Anton Larson Bay","pcod",57,189,0,10.9
"177",2006,196,"Laminaria #2","Anton Larson Bay","pcod",59,189,0,10.9
"178",2006,196,"Laminaria #2","Anton Larson Bay","pcod",60,189,0,10.9
"179",2006,196,"Laminaria #2","Anton Larson Bay","pcod",60,189,0,10.9
"180",2006,196,"Laminaria #2","Anton Larson Bay","pcod",64,189,0,10.9
"181",2006,197,"Cobble Point","Anton Larson Bay","pcod",46,2,0,11.7
"182",2006,197,"Cobble Point","Anton Larson Bay","pcod",59,2,0,11.7
"183",2006,197,"Back Bay eelgrass","Anton Larson Bay","pcod",50,21,0,11.4
"184",2006,197,"Back Bay eelgrass","Anton Larson Bay","pcod",52,21,0,11.4
"185",2006,197,"Back Bay eelgrass","Anton Larson Bay","pcod",53,21,0,11.4
"186",2006,197,"Back Bay eelgrass","Anton Larson Bay","pcod",53,21,0,11.4
"187",2006,197,"Back Bay eelgrass","Anton Larson Bay","pcod",54,21,0,11.4
"188",2006,197,"Back Bay eelgrass","Anton Larson Bay","pcod",55,21,0,11.4
"189",2006,197,"Back Bay eelgrass","Anton Larson Bay","pcod",55,21,0,11.4
"190",2006,197,"Back Bay eelgrass","Anton Larson Bay","pcod",56,21,0,11.4
"191",2006,197,"Back Bay eelgrass","Anton Larson Bay","pcod",58,21,0,11.4
"192",2006,197,"Back Bay eelgrass","Anton Larson Bay","pcod",58,21,0,11.4
"193",2006,197,"Back Bay eelgrass","Anton Larson Bay","pcod",59,21,0,11.4
"194",2006,197,"Back Bay eelgrass","Anton Larson Bay","pcod",59,21,0,11.4
"195",2006,197,"Back Bay eelgrass","Anton Larson Bay","pcod",60,21,0,11.4
"196",2006,197,"Back Bay eelgrass","Anton Larson Bay","pcod",60,21,0,11.4
"197",2006,197,"Back Bay eelgrass","Anton Larson Bay","pcod",60,21,0,11.4
"198",2006,197,"Back Bay eelgrass","Anton Larson Bay","pcod",64,21,0,11.4
"199",2006,197,"Back Bay eelgrass","Anton Larson Bay","pcod",64,21,0,11.4
"200",2006,197,"Back Bay eelgrass","Anton Larson Bay","pcod",64,21,0,11.4
"201",2006,197,"Back Bay eelgrass","Anton Larson Bay","pcod",66,21,0,11.4
"202",2006,197,"Back Bay eelgrass","Anton Larson Bay","pcod",70,21,0,11.4
"203",2006,197,"Back Bay eelgrass","Anton Larson Bay","pcod",71,21,0,11.4
"204",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",35,82,0,11.9
"205",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",37,82,0,11.9
"206",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",41,82,0,11.9
"207",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",41,82,0,11.9
"208",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",41,82,0,11.9
"209",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",42,82,0,11.9
"210",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",42,82,0,11.9
"211",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",42,82,0,11.9
"212",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",42,82,0,11.9
"213",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",45,82,0,11.9
"214",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",45,82,0,11.9
"215",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",45,82,0,11.9
"216",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",45,82,0,11.9
"217",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",45,82,0,11.9
"218",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",45,82,0,11.9
"219",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",46,82,0,11.9
"220",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",46,82,0,11.9
"221",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",46,82,0,11.9
"222",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",46,82,0,11.9
"223",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",47,82,0,11.9
"224",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",47,82,0,11.9
"225",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",48,82,0,11.9
"226",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",48,82,0,11.9
"227",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",49,82,0,11.9
"228",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",49,82,0,11.9
"229",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",49,82,0,11.9
"230",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",50,82,0,11.9
"231",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",50,82,0,11.9
"232",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",50,82,0,11.9
"233",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",50,82,0,11.9
"234",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",51,82,0,11.9
"235",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",52,82,0,11.9
"236",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",52,82,0,11.9
"237",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",52,82,0,11.9
"238",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",52,82,0,11.9
"239",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",52,82,0,11.9
"240",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",52,82,0,11.9
"241",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",52,82,0,11.9
"242",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",52,82,0,11.9
"243",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",52,82,0,11.9
"244",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",52,82,0,11.9
"245",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",53,82,0,11.9
"246",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",57,82,0,11.9
"247",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",57,82,0,11.9
"248",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",60,82,0,11.9
"249",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",61,82,0,11.9
"250",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",62,82,0,11.9
"251",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",62,82,0,11.9
"252",2006,197,"Eelgrass Point","Anton Larson Bay","pcod",66,82,0,11.9
"253",2006,197,"Wooden Boat","Anton Larson Bay","pcod",38,1128,140,11
"254",2006,197,"Wooden Boat","Anton Larson Bay","pcod",39,1128,140,11
"255",2006,197,"Wooden Boat","Anton Larson Bay","pcod",42,1128,140,11
"256",2006,197,"Wooden Boat","Anton Larson Bay","pcod",43,1128,140,11
"257",2006,197,"Wooden Boat","Anton Larson Bay","pcod",44,1128,140,11
"258",2006,197,"Wooden Boat","Anton Larson Bay","pcod",44,1128,140,11
"259",2006,197,"Wooden Boat","Anton Larson Bay","pcod",46,1128,140,11
"260",2006,197,"Wooden Boat","Anton Larson Bay","pcod",47,1128,140,11
"261",2006,197,"Wooden Boat","Anton Larson Bay","pcod",47,1128,140,11
"262",2006,197,"Wooden Boat","Anton Larson Bay","pcod",47,1128,140,11
"263",2006,197,"Wooden Boat","Anton Larson Bay","pcod",47,1128,140,11
"264",2006,197,"Wooden Boat","Anton Larson Bay","pcod",48,1128,140,11
"265",2006,197,"Wooden Boat","Anton Larson Bay","pcod",48,1128,140,11
"266",2006,197,"Wooden Boat","Anton Larson Bay","pcod",48,1128,140,11
"267",2006,197,"Wooden Boat","Anton Larson Bay","pcod",48,1128,140,11
"268",2006,197,"Wooden Boat","Anton Larson Bay","pcod",49,1128,140,11
"269",2006,197,"Wooden Boat","Anton Larson Bay","pcod",49,1128,140,11
"270",2006,197,"Wooden Boat","Anton Larson Bay","pcod",50,1128,140,11
"271",2006,197,"Wooden Boat","Anton Larson Bay","pcod",50,1128,140,11
"272",2006,197,"Wooden Boat","Anton Larson Bay","pcod",50,1128,140,11
"273",2006,197,"Wooden Boat","Anton Larson Bay","pcod",50,1128,140,11
"274",2006,197,"Wooden Boat","Anton Larson Bay","pcod",50,1128,140,11
"275",2006,197,"Wooden Boat","Anton Larson Bay","pcod",51,1128,140,11
"276",2006,197,"Wooden Boat","Anton Larson Bay","pcod",51,1128,140,11
"277",2006,197,"Wooden Boat","Anton Larson Bay","pcod",51,1128,140,11
"278",2006,197,"Wooden Boat","Anton Larson Bay","pcod",51,1128,140,11
"279",2006,197,"Wooden Boat","Anton Larson Bay","pcod",51,1128,140,11
"280",2006,197,"Wooden Boat","Anton Larson Bay","pcod",51,1128,140,11
"281",2006,197,"Wooden Boat","Anton Larson Bay","pcod",51,1128,140,11
"282",2006,197,"Wooden Boat","Anton Larson Bay","pcod",51,1128,140,11
"283",2006,197,"Wooden Boat","Anton Larson Bay","pcod",51,1128,140,11
"284",2006,197,"Wooden Boat","Anton Larson Bay","pcod",52,1128,140,11
"285",2006,197,"Wooden Boat","Anton Larson Bay","pcod",52,1128,140,11
"286",2006,197,"Wooden Boat","Anton Larson Bay","pcod",52,1128,140,11
"287",2006,197,"Wooden Boat","Anton Larson Bay","pcod",52,1128,140,11
"288",2006,197,"Wooden Boat","Anton Larson Bay","pcod",52,1128,140,11
"289",2006,197,"Wooden Boat","Anton Larson Bay","pcod",52,1128,140,11
"290",2006,197,"Wooden Boat","Anton Larson Bay","pcod",52,1128,140,11
"291",2006,197,"Wooden Boat","Anton Larson Bay","pcod",52,1128,140,11
"292",2006,197,"Wooden Boat","Anton Larson Bay","pcod",52,1128,140,11
"293",2006,197,"Wooden Boat","Anton Larson Bay","pcod",52,1128,140,11
"294",2006,197,"Wooden Boat","Anton Larson Bay","pcod",53,1128,140,11
"295",2006,197,"Wooden Boat","Anton Larson Bay","pcod",53,1128,140,11
"296",2006,197,"Wooden Boat","Anton Larson Bay","pcod",53,1128,140,11
"297",2006,197,"Wooden Boat","Anton Larson Bay","pcod",53,1128,140,11
"298",2006,197,"Wooden Boat","Anton Larson Bay","pcod",54,1128,140,11
"299",2006,197,"Wooden Boat","Anton Larson Bay","pcod",54,1128,140,11
"300",2006,197,"Wooden Boat","Anton Larson Bay","pcod",54,1128,140,11
"301",2006,197,"Wooden Boat","Anton Larson Bay","pcod",54,1128,140,11
"302",2006,197,"Wooden Boat","Anton Larson Bay","pcod",54,1128,140,11
"303",2006,197,"Wooden Boat","Anton Larson Bay","pcod",54,1128,140,11
"304",2006,197,"Wooden Boat","Anton Larson Bay","pcod",54,1128,140,11
"305",2006,197,"Wooden Boat","Anton Larson Bay","pcod",54,1128,140,11
"306",2006,197,"Wooden Boat","Anton Larson Bay","pcod",55,1128,140,11
"307",2006,197,"Wooden Boat","Anton Larson Bay","pcod",55,1128,140,11
"308",2006,197,"Wooden Boat","Anton Larson Bay","pcod",55,1128,140,11
"309",2006,197,"Wooden Boat","Anton Larson Bay","pcod",55,1128,140,11
"310",2006,197,"Wooden Boat","Anton Larson Bay","pcod",55,1128,140,11
"311",2006,197,"Wooden Boat","Anton Larson Bay","pcod",55,1128,140,11
"312",2006,197,"Wooden Boat","Anton Larson Bay","pcod",55,1128,140,11
"313",2006,197,"Wooden Boat","Anton Larson Bay","pcod",55,1128,140,11
"314",2006,197,"Wooden Boat","Anton Larson Bay","pcod",55,1128,140,11
"315",2006,197,"Wooden Boat","Anton Larson Bay","pcod",56,1128,140,11
"316",2006,197,"Wooden Boat","Anton Larson Bay","pcod",56,1128,140,11
"317",2006,197,"Wooden Boat","Anton Larson Bay","pcod",56,1128,140,11
"318",2006,197,"Wooden Boat","Anton Larson Bay","pcod",56,1128,140,11
"319",2006,197,"Wooden Boat","Anton Larson Bay","pcod",56,1128,140,11
"320",2006,197,"Wooden Boat","Anton Larson Bay","pcod",56,1128,140,11
"321",2006,197,"Wooden Boat","Anton Larson Bay","pcod",56,1128,140,11
"322",2006,197,"Wooden Boat","Anton Larson Bay","pcod",56,1128,140,11
"323",2006,197,"Wooden Boat","Anton Larson Bay","pcod",56,1128,140,11
"324",2006,197,"Wooden Boat","Anton Larson Bay","pcod",57,1128,140,11
"325",2006,197,"Wooden Boat","Anton Larson Bay","pcod",57,1128,140,11
"326",2006,197,"Wooden Boat","Anton Larson Bay","pcod",57,1128,140,11
"327",2006,197,"Wooden Boat","Anton Larson Bay","pcod",57,1128,140,11
"328",2006,197,"Wooden Boat","Anton Larson Bay","pcod",57,1128,140,11
"329",2006,197,"Wooden Boat","Anton Larson Bay","pcod",57,1128,140,11
"330",2006,197,"Wooden Boat","Anton Larson Bay","pcod",58,1128,140,11
"331",2006,197,"Wooden Boat","Anton Larson Bay","pcod",58,1128,140,11
"332",2006,197,"Wooden Boat","Anton Larson Bay","pcod",58,1128,140,11
"333",2006,197,"Wooden Boat","Anton Larson Bay","pcod",58,1128,140,11
"334",2006,197,"Wooden Boat","Anton Larson Bay","pcod",58,1128,140,11
"335",2006,197,"Wooden Boat","Anton Larson Bay","pcod",58,1128,140,11
"336",2006,197,"Wooden Boat","Anton Larson Bay","pcod",58,1128,140,11
"337",2006,197,"Wooden Boat","Anton Larson Bay","pcod",58,1128,140,11
"338",2006,197,"Wooden Boat","Anton Larson Bay","pcod",58,1128,140,11
"339",2006,197,"Wooden Boat","Anton Larson Bay","pcod",58,1128,140,11
"340",2006,197,"Wooden Boat","Anton Larson Bay","pcod",59,1128,140,11
