Date,Station,Site,Bay,species,length,,,
7/4/2022,383,AG-4,Agripina,Pacific cod,46,,,
7/4/2022,383,AG-4,Agripina,Pacific cod,46,,,
7/4/2022,383,AG-4,Agripina,Pacific cod,46,,,
7/4/2022,383,AG-4,Agripina,Pacific cod,48,,,
7/4/2022,383,AG-4,Agripina,Pacific cod,49,,,
7/4/2022,383,AG-4,Agripina,Pacific cod,54,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,37,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,38,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,40,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,41,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,41,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,42,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,42,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,43,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,43,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,44,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,44,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,44,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,45,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,45,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,45,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,45,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,47,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,48,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,48,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,48,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,49,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,49,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,49,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,50,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,51,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,51,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,52,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,52,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,52,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,52,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,53,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,54,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,54,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,54,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,55,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,58,,,
7/4/2022,385,AG-5,Agripina,Pacific cod,67,,,
7/4/2022,386,AG-6,Agripina,Pacific cod,34,,,
7/4/2022,386,AG-6,Agripina,Pacific cod,41,,,
7/4/2022,386,AG-6,Agripina,Pacific cod,42,,,
7/4/2022,386,AG-6,Agripina,Pacific cod,45,,,
7/4/2022,386,AG-6,Agripina,Pacific cod,51,,,
7/4/2022,381,AG-1,Agripina,Pacific sandlance,109,,,
7/4/2022,381,AG-1,Agripina,Pacific sandlance,110,,,
7/4/2022,381,AG-1,Agripina,Pacific sandlance,121,,,
7/4/2022,381,AG-1,Agripina,pink salmon,54,,,
7/4/2022,381,AG-1,Agripina,pink salmon,57,,,
7/4/2022,381,AG-1,Agripina,pink salmon,58,,,
7/4/2022,381,AG-1,Agripina,pink salmon,58,,,
7/4/2022,381,AG-1,Agripina,pink salmon,60,,,
7/4/2022,381,AG-1,Agripina,pink salmon,61,,,
7/4/2022,381,AG-1,Agripina,pink salmon,63,,,
7/4/2022,381,AG-1,Agripina,pink salmon,66,,,
7/4/2022,384,AG-3,Agripina,pink salmon,64,,,
7/4/2022,383,AG-4,Agripina,pink salmon,45,,,
7/4/2022,383,AG-4,Agripina,pink salmon,53,,,
7/4/2022,383,AG-4,Agripina,pink salmon,53,,,
7/4/2022,383,AG-4,Agripina,pink salmon,54,,,
7/4/2022,383,AG-4,Agripina,pink salmon,59,,,
7/4/2022,383,AG-4,Agripina,pink salmon,59,,,
7/4/2022,383,AG-4,Agripina,pink salmon,60,,,
7/4/2022,383,AG-4,Agripina,pink salmon,60,,,
7/4/2022,383,AG-4,Agripina,pink salmon,60,,,
7/4/2022,383,AG-4,Agripina,pink salmon,60,,,
7/4/2022,383,AG-4,Agripina,pink salmon,62,,,
7/4/2022,383,AG-4,Agripina,pink salmon,62,,,
7/4/2022,383,AG-4,Agripina,pink salmon,62,,,
7/4/2022,383,AG-4,Agripina,pink salmon,63,,,
7/4/2022,383,AG-4,Agripina,pink salmon,63,,,
7/4/2022,383,AG-4,Agripina,pink salmon,64,,,
7/4/2022,383,AG-4,Agripina,pink salmon,65,,,
7/4/2022,383,AG-4,Agripina,pink salmon,65,,,
7/4/2022,383,AG-4,Agripina,pink salmon,65,,,
7/4/2022,383,AG-4,Agripina,pink salmon,66,,,
7/4/2022,383,AG-4,Agripina,pink salmon,66,,,
7/4/2022,383,AG-4,Agripina,pink salmon,66,,,
7/4/2022,383,AG-4,Agripina,pink salmon,67,,,
7/4/2022,383,AG-4,Agripina,pink salmon,67,,,
7/4/2022,383,AG-4,Agripina,pink salmon,68,,,
7/4/2022,383,AG-4,Agripina,pink salmon,68,,,
7/4/2022,383,AG-4,Agripina,pink salmon,69,,,
7/4/2022,383,AG-4,Agripina,pink salmon,69,,,
7/4/2022,383,AG-4,Agripina,pink salmon,69,,,
7/4/2022,383,AG-4,Agripina,pink salmon,70,,,
7/4/2022,385,AG-5,Agripina,pink salmon,54,,,
7/4/2022,385,AG-5,Agripina,pink salmon,54,,,
7/4/2022,385,AG-5,Agripina,pink salmon,55,,,
7/4/2022,385,AG-5,Agripina,pink salmon,56,,,
7/4/2022,385,AG-5,Agripina,pink salmon,59,,,
7/4/2022,385,AG-5,Agripina,pink salmon,60,,,
7/4/2022,385,AG-5,Agripina,pink salmon,62,,,
7/4/2022,385,AG-5,Agripina,pink salmon,62,,,
7/4/2022,385,AG-5,Agripina,pink salmon,62,,,
7/4/2022,385,AG-5,Agripina,pink salmon,63,,,
7/4/2022,385,AG-5,Agripina,pink salmon,64,,,
7/4/2022,385,AG-5,Agripina,pink salmon,64,,,
7/4/2022,385,AG-5,Agripina,pink salmon,64,,,
7/4/2022,385,AG-5,Agripina,pink salmon,65,,,
7/4/2022,385,AG-5,Agripina,pink salmon,66,,,
7/4/2022,385,AG-5,Agripina,pink salmon,67,,,
7/4/2022,385,AG-5,Agripina,pink salmon,74,,,
7/4/2022,385,AG-5,Agripina,pink salmon,76,,,
7/4/2022,386,AG-6,Agripina,pink salmon,33,,,
7/4/2022,386,AG-6,Agripina,pink salmon,35,,,
7/4/2022,381,AG-1,Agripina,coho salmon,60,,,
7/4/2022,381,AG-1,Agripina,coho salmon,62,,,
7/4/2022,381,AG-1,Agripina,coho salmon,64,,,
7/4/2022,381,AG-1,Agripina,coho salmon,64,,,
7/4/2022,381,AG-1,Agripina,coho salmon,67,,,
7/4/2022,381,AG-1,Agripina,walleye pollock,37,,,
7/4/2022,382,AG-2,Agripina,walleye pollock,33,,,
7/4/2022,382,AG-2,Agripina,walleye pollock,33,,,
7/4/2022,382,AG-2,Agripina,walleye pollock,34,,,
7/4/2022,382,AG-2,Agripina,walleye pollock,34,,,
7/4/2022,382,AG-2,Agripina,walleye pollock,35,,,
7/4/2022,382,AG-2,Agripina,walleye pollock,35,,,
7/4/2022,382,AG-2,Agripina,walleye pollock,35,,,
7/4/2022,382,AG-2,Agripina,walleye pollock,36,,,
7/4/2022,382,AG-2,Agripina,walleye pollock,36,,,
7/4/2022,382,AG-2,Agripina,walleye pollock,37,,,
7/4/2022,382,AG-2,Agripina,walleye pollock,38,,,
7/4/2022,382,AG-2,Agripina,walleye pollock,38,,,
7/4/2022,382,AG-2,Agripina,walleye pollock,38,,,
7/4/2022,382,AG-2,Agripina,walleye pollock,38,,,
7/4/2022,382,AG-2,Agripina,walleye pollock,39,,,
7/4/2022,382,AG-2,Agripina,walleye pollock,40,,,
7/4/2022,382,AG-2,Agripina,walleye pollock,40,,,
7/4/2022,382,AG-2,Agripina,walleye pollock,41,,,
7/4/2022,382,AG-2,Agripina,walleye pollock,42,,,
7/4/2022,382,AG-2,Agripina,walleye pollock,42,,,
7/4/2022,382,AG-2,Agripina,walleye pollock,43,,,
7/4/2022,382,AG-2,Agripina,walleye pollock,50,,,
7/4/2022,384,AG-3,Agripina,walleye pollock,36,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,28,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,37,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,37,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,37,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,38,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,38,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,38,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,38,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,39,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,39,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,39,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,40,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,40,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,40,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,40,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,40,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,40,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,41,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,41,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,41,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,41,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,41,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,42,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,42,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,42,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,42,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,43,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,43,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,43,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,43,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,44,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,44,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,44,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,44,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,45,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,45,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,45,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,45,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,46,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,47,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,47,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,48,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,49,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,49,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,49,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,49,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,50,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,50,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,51,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,52,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,53,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,53,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,54,,,
7/12/2022,402,BB-2,Balboa,Pacific cod,54,,,
7/12/2022,403,BB-3,Balboa,Pacific cod,34,,,
7/12/2022,403,BB-3,Balboa,Pacific cod,35,,,
7/12/2022,403,BB-3,Balboa,Pacific cod,35,,,
7/12/2022,403,BB-3,Balboa,Pacific cod,36,,,
7/12/2022,403,BB-3,Balboa,Pacific cod,36,,,
7/12/2022,403,BB-3,Balboa,Pacific cod,37,,,
7/12/2022,403,BB-3,Balboa,Pacific cod,38,,,
7/12/2022,403,BB-3,Balboa,Pacific cod,38,,,
7/12/2022,403,BB-3,Balboa,Pacific cod,38,,,
7/12/2022,403,BB-3,Balboa,Pacific cod,40,,,
7/12/2022,403,BB-3,Balboa,Pacific cod,40,,,
7/12/2022,403,BB-3,Balboa,Pacific cod,41,,,
7/12/2022,403,BB-3,Balboa,Pacific cod,41,,,
7/12/2022,403,BB-3,Balboa,Pacific cod,41,,,
7/12/2022,403,BB-3,Balboa,Pacific cod,42,,,
7/12/2022,403,BB-3,Balboa,Pacific cod,42,,,
7/12/2022,403,BB-3,Balboa,Pacific cod,42,,,
7/12/2022,403,BB-3,Balboa,Pacific cod,42,,,
7/12/2022,403,BB-3,Balboa,Pacific cod,42,,,
7/12/2022,403,BB-3,Balboa,Pacific cod,42,,,
7/12/2022,403,BB-3,Balboa,Pacific cod,42,,,
7/12/2022,403,BB-3,Balboa,Pacific cod,43,,,
7/12/2022,403,BB-3,Balboa,Pacific cod,43,,,
7/12/2022,403,BB-3,Balboa,Pacific cod,43,,,
7/12/2022,403,BB-3,Balboa,Pacific cod,43,,,
7/12/2022,403,BB-3,Balboa,Pacific cod,43,,,
7/12/2022,403,BB-3,Balboa,Pacific cod,44,,,
7/12/2022,403,BB-3,Balboa,Pacific cod,45,,,
7/12/2022,403,BB-3,Balboa,Pacific cod,45,,,
7/12/2022,403,BB-3,Balboa,Pacific cod,45,,,
7/12/2022,403,BB-3,Balboa,Pacific cod,46,,,
7/12/2022,403,BB-3,Balboa,Pacific cod,47,,,
7/12/2022,403,BB-3,Balboa,Pacific cod,47,,,
7/12/2022,403,BB-3,Balboa,Pacific cod,51,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,35,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,35,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,35,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,35,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,35,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,36,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,36,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,36,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,36,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,37,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,37,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,38,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,38,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,39,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,39,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,40,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,40,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,41,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,43,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,43,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,43,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,43,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,44,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,44,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,45,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,45,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,45,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,45,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,46,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,46,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,47,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,47,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,47,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,48,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,49,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,49,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,49,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,50,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,52,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,52,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,52,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,58,,,
7/12/2022,404,BB-4,Balboa,Pacific cod,59,,,
7/12/2022,405,BB-7,Balboa,Pacific cod,34,,,
7/12/2022,405,BB-7,Balboa,Pacific cod,36,,,
7/12/2022,405,BB-7,Balboa,Pacific cod,38,,,
7/12/2022,405,BB-7,Balboa,Pacific cod,38,,,
7/12/2022,405,BB-7,Balboa,Pacific cod,39,,,
7/12/2022,405,BB-7,Balboa,Pacific cod,41,,,
7/12/2022,405,BB-7,Balboa,Pacific cod,43,,,
7/12/2022,405,BB-7,Balboa,Pacific cod,43,,,
7/12/2022,405,BB-7,Balboa,Pacific cod,44,,,
7/12/2022,405,BB-7,Balboa,Pacific cod,45,,,
7/12/2022,405,BB-7,Balboa,Pacific cod,45,,,
7/12/2022,405,BB-7,Balboa,Pacific cod,48,,,
7/12/2022,405,BB-7,Balboa,Pacific cod,48,,,
7/12/2022,405,BB-7,Balboa,Pacific cod,49,,,
7/12/2022,405,BB-7,Balboa,Pacific cod,57,,,
7/12/2022,403,BB-3,Balboa,Pacific sandlance,121,,,
7/12/2022,403,BB-3,Balboa,Pacific sandlance,122,,,
7/12/2022,403,BB-3,Balboa,Pacific sandlance,125,,,
7/12/2022,403,BB-3,Balboa,Pacific sandlance,128,,,
7/12/2022,403,BB-3,Balboa,Pacific sandlance,132,,,
7/12/2022,403,BB-3,Balboa,Pacific sandlance,138,,,
7/12/2022,403,BB-3,Balboa,Pacific sandlance,142,,,
7/12/2022,403,BB-3,Balboa,Pacific sandlance,143,,,
7/12/2022,403,BB-3,Balboa,Pacific sandlance,152,,,
7/12/2022,403,BB-3,Balboa,Pacific sandlance,153,,,
7/12/2022,403,BB-3,Balboa,Pacific sandlance,154,,,
7/12/2022,403,BB-3,Balboa,pink salmon,73,,,
7/12/2022,403,BB-3,Balboa,pink salmon,75,,,
7/12/2022,405,BB-7,Balboa,pink salmon,65,,,
7/12/2022,402,BB-2,Balboa,saffron cod,47,,,
7/12/2022,402,BB-2,Balboa,saffron cod,47,,,
7/12/2022,402,BB-2,Balboa,saffron cod,48,,,
7/12/2022,402,BB-2,Balboa,saffron cod,49,,,
7/12/2022,402,BB-2,Balboa,saffron cod,52,,,
7/12/2022,402,BB-2,Balboa,saffron cod,56,,,
7/12/2022,402,BB-2,Balboa,saffron cod,57,,,
7/12/2022,404,BB-4,Balboa,saffron cod,42,,,
7/12/2022,404,BB-4,Balboa,saffron cod,43,,,
7/12/2022,404,BB-4,Balboa,saffron cod,44,,,
7/12/2022,404,BB-4,Balboa,saffron cod,46,,,
7/12/2022,404,BB-4,Balboa,saffron cod,46,,,
7/12/2022,404,BB-4,Balboa,saffron cod,46,,,
7/12/2022,404,BB-4,Balboa,saffron cod,47,,,
7/12/2022,404,BB-4,Balboa,saffron cod,47,,,
7/12/2022,404,BB-4,Balboa,saffron cod,48,,,
7/12/2022,404,BB-4,Balboa,saffron cod,49,,,
7/12/2022,404,BB-4,Balboa,saffron cod,50,,,
7/12/2022,404,BB-4,Balboa,saffron cod,50,,,
7/12/2022,404,BB-4,Balboa,saffron cod,52,,,
7/12/2022,404,BB-4,Balboa,saffron cod,53,,,
7/12/2022,404,BB-4,Balboa,saffron cod,54,,,
7/12/2022,404,BB-4,Balboa,saffron cod,54,,,
7/12/2022,404,BB-4,Balboa,saffron cod,56,,,
7/12/2022,404,BB-4,Balboa,saffron cod,56,,,
7/12/2022,404,BB-4,Balboa,saffron cod,56,,,
7/12/2022,404,BB-4,Balboa,saffron cod,56,,,
7/12/2022,405,BB-7,Balboa,saffron cod,49,,,
7/12/2022,405,BB-7,Balboa,saffron cod,53,,,
7/12/2022,405,BB-7,Balboa,saffron cod,54,,,
7/12/2022,405,BB-7,Balboa,saffron cod,55,,,
7/12/2022,402,BB-2,Balboa,walleye pollock,28,,,
7/12/2022,402,BB-2,Balboa,walleye pollock,32,,,
7/12/2022,402,BB-2,Balboa,walleye pollock,32,,,
7/12/2022,402,BB-2,Balboa,walleye pollock,32,,,
7/12/2022,402,BB-2,Balboa,walleye pollock,33,,,
7/12/2022,402,BB-2,Balboa,walleye pollock,33,,,
7/12/2022,402,BB-2,Balboa,walleye pollock,35,,,
7/12/2022,402,BB-2,Balboa,walleye pollock,35,,,
7/12/2022,402,BB-2,Balboa,walleye pollock,35,,,
7/12/2022,402,BB-2,Balboa,walleye pollock,38,,,
7/12/2022,402,BB-2,Balboa,walleye pollock,38,,,
7/12/2022,402,BB-2,Balboa,walleye pollock,38,,,
7/12/2022,402,BB-2,Balboa,walleye pollock,39,,,
7/12/2022,402,BB-2,Balboa,walleye pollock,39,,,
7/12/2022,402,BB-2,Balboa,walleye pollock,42,,,
7/12/2022,402,BB-2,Balboa,walleye pollock,42,,,
7/12/2022,403,BB-3,Balboa,walleye pollock,33,,,
7/12/2022,403,BB-3,Balboa,walleye pollock,34,,,
7/12/2022,403,BB-3,Balboa,walleye pollock,34,,,
7/12/2022,403,BB-3,Balboa,walleye pollock,37,,,
7/12/2022,403,BB-3,Balboa,walleye pollock,37,,,
7/12/2022,403,BB-3,Balboa,walleye pollock,37,,,
7/12/2022,403,BB-3,Balboa,walleye pollock,39,,,
7/12/2022,403,BB-3,Balboa,walleye pollock,39,,,
7/12/2022,403,BB-3,Balboa,walleye pollock,41,,,
7/12/2022,403,BB-3,Balboa,walleye pollock,41,,,
7/12/2022,403,BB-3,Balboa,walleye pollock,43,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,27,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,28,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,28,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,28,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,28,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,28,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,29,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,30,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,30,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,31,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,31,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,31,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,31,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,31,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,31,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,31,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,32,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,32,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,33,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,33,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,33,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,33,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,34,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,35,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,35,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,35,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,36,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,36,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,37,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,37,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,37,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,37,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,37,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,37,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,38,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,38,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,38,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,39,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,39,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,40,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,40,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,40,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,41,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,45,,,
7/12/2022,404,BB-4,Balboa,walleye pollock,46,,,
7/12/2022,405,BB-7,Balboa,walleye pollock,32,,,
