month,day,year,date,Station,Site,Bay,species,CPUE
7,12,2026,7/12/2026,691,Bar-1,Baralof,Pacific sandlance,24
7,12,2026,7/12/2026,689,Bar-3,Baralof,Pacific sandlance,45
7,12,2026,7/12/2026,688,Bar-4,Baralof,Pacific sandlance,2
7,12,2026,7/12/2026,687,Bar-5,Baralof,penpoint gunnel,1
7,12,2026,7/12/2026,691,Bar-1,Baralof,pink salmon,6
7,12,2026,7/12/2026,689,Bar-3,Baralof,pink salmon,35
7,12,2026,7/12/2026,690,Bar-2,Baralof,rock greenling,22
7,12,2026,7/12/2026,688,Bar-4,Baralof,rock greenling,5
7,12,2026,7/12/2026,687,Bar-5,Baralof,rock greenling,1
7,12,2026,7/12/2026,690,Bar-2,Baralof,saffron cod,2
7,12,2026,7/12/2026,688,Bar-4,Baralof,saffron cod,1
7,12,2026,7/12/2026,690,Bar-2,Baralof,sand sole,5
7,12,2026,7/12/2026,691,Bar-1,Baralof,silverspotted sculpin,1
7,12,2026,7/12/2026,690,Bar-2,Baralof,silverspotted sculpin,50
7,12,2026,7/12/2026,689,Bar-3,Baralof,silverspotted sculpin,5
7,12,2026,7/12/2026,688,Bar-4,Baralof,silverspotted sculpin,5
7,12,2026,7/12/2026,687,Bar-5,Baralof,silverspotted sculpin,1
7,12,2026,7/12/2026,691,Bar-1,Baralof,snake prickleback,4
7,12,2026,7/12/2026,690,Bar-2,Baralof,snake prickleback,1
7,12,2026,7/12/2026,691,Bar-1,Baralof,starry flounder,1
7,12,2026,7/12/2026,690,Bar-2,Baralof,starry flounder,1
7,12,2026,7/12/2026,691,Bar-1,Baralof,tubenose poacher,3
7,12,2026,7/12/2026,690,Bar-2,Baralof,tubenose poacher,17
7,12,2026,7/12/2026,689,Bar-3,Baralof,tubenose poacher,4
7,12,2026,7/12/2026,688,Bar-4,Baralof,tubenose poacher,3
7,12,2026,7/12/2026,691,Bar-1,Baralof,walleye pollock,1
7,12,2026,7/12/2026,689,Bar-3,Baralof,walleye pollock,44
7,12,2026,7/12/2026,688,Bar-4,Baralof,walleye pollock,8
7,12,2026,7/12/2026,687,Bar-5,Baralof,walleye pollock,13
7,12,2026,7/12/2026,690,Bar-2,Baralof,whitespotted greenling,16
7,12,2026,7/12/2026,688,Bar-4,Baralof,whitespotted greenling,1
7,12,2026,7/12/2026,689,Bar-3,Baralof,yellow Irish lord,1
6,16,2026,6/16/2026,657,Eelgrass South,Cook,black rockfish,2
6,16,2026,6/16/2026,656,Laminaria South,Cook,capelin,2
6,16,2026,6/16/2026,657,Eelgrass South,Cook,crescent gunnel,6
6,16,2026,6/16/2026,658,Eelgrass West,Cook,crescent gunnel,10
6,16,2026,6/16/2026,656,Laminaria South,Cook,crescent gunnel,3
6,16,2026,6/16/2026,659,Laminaria East,Cook,crescent gunnel,3
6,16,2026,6/16/2026,657,Eelgrass South,Cook,dolly varden,1
6,16,2026,6/16/2026,656,Laminaria South,Cook,dolly varden,1
6,16,2026,6/16/2026,657,Eelgrass South,Cook,great sculpin,1
6,16,2026,6/16/2026,658,Eelgrass West,Cook,great sculpin,1
6,16,2026,6/16/2026,656,Laminaria South,Cook,great sculpin,4
6,16,2026,6/16/2026,656,Laminaria South,Cook,kelp greenling,1
6,16,2026,6/16/2026,657,Eelgrass South,Cook,masked greenling,15
6,16,2026,6/16/2026,658,Eelgrass West,Cook,masked greenling,8
6,16,2026,6/16/2026,656,Laminaria South,Cook,masked greenling,4
6,16,2026,6/16/2026,659,Laminaria East,Cook,masked greenling,5
6,16,2026,6/16/2026,656,Laminaria South,Cook,northern rock sole,2
6,16,2026,6/16/2026,659,Laminaria East,Cook,northern rock sole,2
6,16,2026,6/16/2026,657,Eelgrass South,Cook,Pacific cod,91
6,16,2026,6/16/2026,658,Eelgrass West,Cook,Pacific cod,210
6,16,2026,6/16/2026,656,Laminaria South,Cook,Pacific cod,17
6,16,2026,6/16/2026,659,Laminaria East,Cook,Pacific cod,25
6,16,2026,6/16/2026,656,Laminaria South,Cook,Pacific sandlance,53
6,16,2026,6/16/2026,657,Eelgrass South,Cook,pink salmon,2
6,16,2026,6/16/2026,658,Eelgrass West,Cook,pink salmon,368
6,16,2026,6/16/2026,659,Laminaria East,Cook,pink salmon,454
6,16,2026,6/16/2026,657,Eelgrass South,Cook,red Irish lord,1
6,16,2026,6/16/2026,659,Laminaria East,Cook,red Irish lord,1
6,16,2026,6/16/2026,657,Eelgrass South,Cook,rock greenling,23
6,16,2026,6/16/2026,658,Eelgrass West,Cook,rock greenling,1
6,16,2026,6/16/2026,656,Laminaria South,Cook,rock greenling,10
6,16,2026,6/16/2026,659,Laminaria East,Cook,rock greenling,2
6,16,2026,6/16/2026,657,Eelgrass South,Cook,saffron cod,1
6,16,2026,6/16/2026,657,Eelgrass South,Cook,silverspotted sculpin,80
6,16,2026,6/16/2026,658,Eelgrass West,Cook,silverspotted sculpin,15
6,16,2026,6/16/2026,656,Laminaria South,Cook,silverspotted sculpin,1
6,16,2026,6/16/2026,656,Laminaria South,Cook,tadpole sculpin,1
6,16,2026,6/16/2026,657,Eelgrass South,Cook,three spine stickleback,17
6,16,2026,6/16/2026,658,Eelgrass West,Cook,three spine stickleback,1
6,16,2026,6/16/2026,656,Laminaria South,Cook,three spine stickleback,1
6,16,2026,6/16/2026,657,Eelgrass South,Cook,tubesnose poacher,10
6,16,2026,6/16/2026,657,Eelgrass South,Cook,tubesnout,11
6,16,2026,6/16/2026,657,Eelgrass South,Cook,walleye pollock,4860
6,16,2026,6/16/2026,658,Eelgrass West,Cook,walleye pollock,20160
6,16,2026,6/16/2026,656,Laminaria South,Cook,walleye pollock,361
6,16,2026,6/16/2026,659,Laminaria East,Cook,walleye pollock,179
6,16,2026,6/16/2026,657,Eelgrass South,Cook,whitespotted greenling,25
6,16,2026,6/16/2026,658,Eelgrass West,Cook,whitespotted greenling,8
6,16,2026,6/16/2026,656,Laminaria South,Cook,whitespotted greenling,14
6,16,2026,6/16/2026,659,Laminaria East,Cook,whitespotted greenling,13
7,11,2026,7/11/2026,686,Fal-2,Falmouth,Alaska plaice,1
7,11,2026,7/11/2026,684,Fal-4,Falmouth,capelin,3
7,11,2026,7/11/2026,683,Fal-1,Falmouth,copper rockfish,2
7,11,2026,7/11/2026,686,Fal-2,Falmouth,English sole,80
7,11,2026,7/11/2026,686,Fal-2,Falmouth,great sculpin,25
7,11,2026,7/11/2026,683,Fal-1,Falmouth,masked greenling,8
7,11,2026,7/11/2026,685,Fal-3,Falmouth,masked greenling,3
7,11,2026,7/11/2026,684,Fal-4,Falmouth,masked greenling,4
7,11,2026,7/11/2026,682,Fal-5,Falmouth,masked greenling,7
7,11,2026,7/11/2026,686,Fal-2,Falmouth,northern rock sole,30
7,11,2026,7/11/2026,683,Fal-1,Falmouth,Pacific cod,119
7,11,2026,7/11/2026,685,Fal-3,Falmouth,Pacific cod,1326
7,11,2026,7/11/2026,684,Fal-4,Falmouth,Pacific cod,968
7,11,2026,7/11/2026,682,Fal-5,Falmouth,Pacific cod,80
7,11,2026,7/11/2026,686,Fal-2,Falmouth,Pacific halibut,3
7,11,2026,7/11/2026,685,Fal-3,Falmouth,Pacific herring,1
7,11,2026,7/11/2026,682,Fal-5,Falmouth,red Irish lord,1
7,11,2026,7/11/2026,683,Fal-1,Falmouth,rock greenling,10
7,11,2026,7/11/2026,686,Fal-2,Falmouth,rock greenling,1
7,11,2026,7/11/2026,685,Fal-3,Falmouth,rock greenling,18
7,11,2026,7/11/2026,684,Fal-4,Falmouth,rock greenling,3
7,11,2026,7/11/2026,682,Fal-5,Falmouth,rock greenling,5
7,11,2026,7/11/2026,686,Fal-2,Falmouth,sand sole,2
7,11,2026,7/11/2026,683,Fal-1,Falmouth,silverspotted sculpin,7
7,11,2026,7/11/2026,684,Fal-4,Falmouth,silverspotted sculpin,5
7,11,2026,7/11/2026,682,Fal-5,Falmouth,silverspotted sculpin,13
7,11,2026,7/11/2026,685,Fal-3,Falmouth,smooth head sculpin,4
7,11,2026,7/11/2026,682,Fal-5,Falmouth,smooth head sculpin,1
7,11,2026,7/11/2026,686,Fal-2,Falmouth,starry flounder,4
7,11,2026,7/11/2026,685,Fal-3,Falmouth,three spine stickleback,1
7,11,2026,7/11/2026,685,Fal-3,Falmouth,tubenose poacher,8
7,11,2026,7/11/2026,683,Fal-1,Falmouth,walleye pollock,37
7,11,2026,7/11/2026,685,Fal-3,Falmouth,walleye pollock,2353
7,11,2026,7/11/2026,684,Fal-4,Falmouth,walleye pollock,22
7,11,2026,7/11/2026,682,Fal-5,Falmouth,walleye pollock,23
7,11,2026,7/11/2026,686,Fal-2,Falmouth,whitespotted greenling,1
7,11,2026,7/11/2026,684,Fal-4,Falmouth,whitespotted greenling,2
7,11,2026,7/11/2026,682,Fal-5,Falmouth,whitespotted greenling,2
7,16,2026,7/16/2026,700,Fox-2,Fox,chum salmon,2
7,16,2026,7/16/2026,696,Fox-4,Fox,chum salmon,1
7,16,2026,7/16/2026,699,Fox-1,Fox,crescent gunnel,6
7,16,2026,7/16/2026,700,Fox-2,Fox,crescent gunnel,1
7,16,2026,7/16/2026,696,Fox-4,Fox,crescent gunnel,8
7,16,2026,7/16/2026,697,Fox-5,Fox,crescent gunnel,16
7,16,2026,7/16/2026,696,Fox-4,Fox,dolly varden,2
7,16,2026,7/16/2026,696,Fox-4,Fox,English sole,2
7,16,2026,7/16/2026,698,Fox-3,Fox,great sculpin,3
7,16,2026,7/16/2026,696,Fox-4,Fox,great sculpin,59
7,16,2026,7/16/2026,697,Fox-5,Fox,great sculpin,6
7,16,2026,7/16/2026,699,Fox-1,Fox,kelp greenling,1
7,16,2026,7/16/2026,698,Fox-3,Fox,masked greenling,2
7,16,2026,7/16/2026,696,Fox-4,Fox,masked greenling,1
7,16,2026,7/16/2026,697,Fox-5,Fox,masked greenling,38
7,16,2026,7/16/2026,696,Fox-4,Fox,northern rock sole,1
7,16,2026,7/16/2026,699,Fox-1,Fox,Pacific cod,378
7,16,2026,7/16/2026,700,Fox-2,Fox,Pacific cod,28
7,16,2026,7/16/2026,698,Fox-3,Fox,Pacific cod,374
7,16,2026,7/16/2026,696,Fox-4,Fox,Pacific cod,149
7,16,2026,7/16/2026,697,Fox-5,Fox,Pacific cod,315
7,16,2026,7/16/2026,696,Fox-4,Fox,Pacific sandlance,1
7,16,2026,7/16/2026,697,Fox-5,Fox,Pacific staghorn sculpin,3
7,16,2026,7/16/2026,699,Fox-1,Fox,penpoint gunnel,1
7,16,2026,7/16/2026,699,Fox-1,Fox,pink salmon,2
7,16,2026,7/16/2026,700,Fox-2,Fox,pink salmon,10
7,16,2026,7/16/2026,696,Fox-4,Fox,pink salmon,9
7,16,2026,7/16/2026,699,Fox-1,Fox,rock greenling,1
7,16,2026,7/16/2026,696,Fox-4,Fox,rock greenling,1
7,16,2026,7/16/2026,697,Fox-5,Fox,rock greenling,10
7,16,2026,7/16/2026,699,Fox-1,Fox,saffron cod,28
7,16,2026,7/16/2026,700,Fox-2,Fox,saffron cod,1
7,16,2026,7/16/2026,698,Fox-3,Fox,saffron cod,16
7,16,2026,7/16/2026,696,Fox-4,Fox,saffron cod,126
7,16,2026,7/16/2026,697,Fox-5,Fox,saffron cod,201
7,16,2026,7/16/2026,699,Fox-1,Fox,silverspotted sculpin,106
7,16,2026,7/16/2026,696,Fox-4,Fox,silverspotted sculpin,2
7,16,2026,7/16/2026,697,Fox-5,Fox,silverspotted sculpin,16
7,16,2026,7/16/2026,696,Fox-4,Fox,smooth head sculpin,4
7,16,2026,7/16/2026,696,Fox-4,Fox,snake prickleback,3
7,16,2026,7/16/2026,697,Fox-5,Fox,snake prickleback,1
7,16,2026,7/16/2026,699,Fox-1,Fox,sturgeon poacher,1
7,16,2026,7/16/2026,700,Fox-2,Fox,three spine stickleback,1
7,16,2026,7/16/2026,696,Fox-4,Fox,three spine stickleback,3
7,16,2026,7/16/2026,697,Fox-5,Fox,three spine stickleback,30
7,16,2026,7/16/2026,699,Fox-1,Fox,tubenose poacher,2
7,16,2026,7/16/2026,696,Fox-4,Fox,tubenose poacher,1
7,16,2026,7/16/2026,699,Fox-1,Fox,walleye pollock,47
7,16,2026,7/16/2026,700,Fox-2,Fox,walleye pollock,8
7,16,2026,7/16/2026,698,Fox-3,Fox,walleye pollock,24
7,16,2026,7/16/2026,697,Fox-5,Fox,walleye pollock,3
7,16,2026,7/16/2026,699,Fox-1,Fox,whitespotted greenling,2
7,16,2026,7/16/2026,700,Fox-2,Fox,whitespotted greenling,5
7,16,2026,7/16/2026,696,Fox-4,Fox,whitespotted greenling,20
7,16,2026,7/16/2026,697,Fox-5,Fox,whitespotted greenling,25
7,4,2026,7/4/2026,676,Jap-1,Japanese ,arctic shanny,1
7,4,2026,7/4/2026,672,Jap-7,Japanese ,arctic shanny,1
7,4,2026,7/4/2026,672,Jap-7,Japanese ,black rockfish,7
7,4,2026,7/4/2026,674,Jap-3,Japanese ,chinook salmon,1
7,4,2026,7/4/2026,677,Jap-5,Japanese ,chinook salmon,1
7,4,2026,7/4/2026,673,Jap-2,Japanese ,chum salmon,6
7,4,2026,7/4/2026,677,Jap-5,Japanese ,chum salmon,5
7,4,2026,7/4/2026,675,Jap-6,Japanese ,chum salmon,5
7,4,2026,7/4/2026,672,Jap-7,Japanese ,chum salmon,1
7,4,2026,7/4/2026,677,Jap-5,Japanese ,coho salmon,1
7,4,2026,7/4/2026,672,Jap-7,Japanese ,coho salmon,1
7,4,2026,7/4/2026,676,Jap-1,Japanese ,copper rockfish,4
7,4,2026,7/4/2026,675,Jap-6,Japanese ,copper rockfish,5
7,4,2026,7/4/2026,675,Jap-6,Japanese ,copper rockfish,8
7,4,2026,7/4/2026,672,Jap-7,Japanese ,copper rockfish,7
7,4,2026,7/4/2026,676,Jap-1,Japanese ,crescent gunnel,9
7,4,2026,7/4/2026,674,Jap-3,Japanese ,crescent gunnel,2
7,4,2026,7/4/2026,677,Jap-5,Japanese ,crescent gunnel,7
7,4,2026,7/4/2026,675,Jap-6,Japanese ,crescent gunnel,1
7,4,2026,7/4/2026,672,Jap-7,Japanese ,crescent gunnel,3
7,4,2026,7/4/2026,676,Jap-1,Japanese ,great sculpin,9
7,4,2026,7/4/2026,673,Jap-2,Japanese ,great sculpin,4
7,4,2026,7/4/2026,674,Jap-3,Japanese ,great sculpin,5
7,4,2026,7/4/2026,677,Jap-5,Japanese ,great sculpin,72
7,4,2026,7/4/2026,672,Jap-7,Japanese ,great sculpin,7
7,4,2026,7/4/2026,677,Jap-5,Japanese ,kelp greenling,2
7,4,2026,7/4/2026,672,Jap-7,Japanese ,kelp greenling,1
7,4,2026,7/4/2026,676,Jap-1,Japanese ,masked greenling,6
7,4,2026,7/4/2026,673,Jap-2,Japanese ,masked greenling,3
7,4,2026,7/4/2026,674,Jap-3,Japanese ,masked greenling,6
7,4,2026,7/4/2026,677,Jap-5,Japanese ,masked greenling,13
7,4,2026,7/4/2026,675,Jap-6,Japanese ,masked greenling,2
7,4,2026,7/4/2026,672,Jap-7,Japanese ,masked greenling,5
7,4,2026,7/4/2026,676,Jap-1,Japanese ,Pacific cod,447
7,4,2026,7/4/2026,673,Jap-2,Japanese ,Pacific cod,306
7,4,2026,7/4/2026,674,Jap-3,Japanese ,Pacific cod,484
7,4,2026,7/4/2026,677,Jap-5,Japanese ,Pacific cod,536
7,4,2026,7/4/2026,675,Jap-6,Japanese ,Pacific cod,1218
7,4,2026,7/4/2026,672,Jap-7,Japanese ,Pacific cod,315
7,4,2026,7/4/2026,676,Jap-1,Japanese ,Pacific sandlance,55
7,4,2026,7/4/2026,674,Jap-3,Japanese ,Pacific staghorn sculpin,1
7,4,2026,7/4/2026,672,Jap-7,Japanese ,Pacific tomcod,1
7,4,2026,7/4/2026,676,Jap-1,Japanese ,pink salmon,1
7,4,2026,7/4/2026,673,Jap-2,Japanese ,pink salmon,2
7,4,2026,7/4/2026,675,Jap-6,Japanese ,pink salmon,3
7,4,2026,7/4/2026,672,Jap-7,Japanese ,pink salmon,3
7,4,2026,7/4/2026,672,Jap-7,Japanese ,red Irish lord,1
7,4,2026,7/4/2026,676,Jap-1,Japanese ,rock greenling,59
7,4,2026,7/4/2026,673,Jap-2,Japanese ,rock greenling,14
7,4,2026,7/4/2026,674,Jap-3,Japanese ,rock greenling,10
7,4,2026,7/4/2026,677,Jap-5,Japanese ,rock greenling,24
7,4,2026,7/4/2026,675,Jap-6,Japanese ,rock greenling,14
7,4,2026,7/4/2026,672,Jap-7,Japanese ,rock greenling,15
7,4,2026,7/4/2026,676,Jap-1,Japanese ,saffron cod,14
7,4,2026,7/4/2026,673,Jap-2,Japanese ,saffron cod,11
7,4,2026,7/4/2026,674,Jap-3,Japanese ,saffron cod,16
7,4,2026,7/4/2026,677,Jap-5,Japanese ,saffron cod,64
7,4,2026,7/4/2026,675,Jap-6,Japanese ,saffron cod,21
7,4,2026,7/4/2026,672,Jap-7,Japanese ,saffron cod,6
7,4,2026,7/4/2026,676,Jap-1,Japanese ,silverspotted sculpin,4
7,4,2026,7/4/2026,677,Jap-5,Japanese ,silverspotted sculpin,4
7,4,2026,7/4/2026,672,Jap-7,Japanese ,silverspotted sculpin,1
7,4,2026,7/4/2026,677,Jap-5,Japanese ,snake prickleback,351
7,4,2026,7/4/2026,675,Jap-6,Japanese ,tidepool snailfish,1
7,4,2026,7/4/2026,677,Jap-5,Japanese ,tubenose poacher,7
7,4,2026,7/4/2026,672,Jap-7,Japanese ,tubenose poacher,6
7,4,2026,7/4/2026,676,Jap-1,Japanese ,walleye pollock,17
7,4,2026,7/4/2026,673,Jap-2,Japanese ,walleye pollock,11
7,4,2026,7/4/2026,674,Jap-3,Japanese ,walleye pollock,60
7,4,2026,7/4/2026,677,Jap-5,Japanese ,walleye pollock,24
7,4,2026,7/4/2026,675,Jap-6,Japanese ,walleye pollock,714
7,4,2026,7/4/2026,672,Jap-7,Japanese ,walleye pollock,7
7,4,2026,7/4/2026,676,Jap-1,Japanese ,whitespotted greenling,9
7,4,2026,7/4/2026,673,Jap-2,Japanese ,whitespotted greenling,3
7,4,2026,7/4/2026,674,Jap-3,Japanese ,whitespotted greenling,2
7,4,2026,7/4/2026,677,Jap-5,Japanese ,whitespotted greenling,12
7,4,2026,7/4/2026,675,Jap-6,Japanese ,whitespotted greenling,1
7,4,2026,7/4/2026,672,Jap-7,Japanese ,whitespotted greenling,2
7,4,2026,7/4/2026,673,Jap-2,Japanese ,yellow Irish lord,1
7,2,2026,7/2/2026,669,Kai-4,Kaiugnak,chinook salmon,2
7,2,2026,7/2/2026,670,Kai-1,Kaiugnak,chum salmon,2
7,2,2026,7/2/2026,666,Kai-3,Kaiugnak,chum salmon,4
7,2,2026,7/2/2026,669,Kai-4,Kaiugnak,chum salmon,4
7,2,2026,7/2/2026,669,Kai-4,Kaiugnak,copper rockfish,10
7,2,2026,7/2/2026,668,Kai-7,Kaiugnak,copper rockfish,2
7,2,2026,7/2/2026,666,Kai-3,Kaiugnak,crescent gunnel,5
7,2,2026,7/2/2026,667,Kai-6,Kaiugnak,crescent gunnel,4
7,2,2026,7/2/2026,668,Kai-7,Kaiugnak,crescent gunnel,3
7,2,2026,7/2/2026,666,Kai-3,Kaiugnak,dolly varden,1
7,2,2026,7/2/2026,670,Kai-1,Kaiugnak,great sculpin,6
7,2,2026,7/2/2026,666,Kai-3,Kaiugnak,great sculpin,4
7,2,2026,7/2/2026,667,Kai-6,Kaiugnak,great sculpin,48
7,2,2026,7/2/2026,668,Kai-7,Kaiugnak,great sculpin,5
7,2,2026,7/2/2026,667,Kai-6,Kaiugnak,kelp clingfish,1
7,2,2026,7/2/2026,667,Kai-6,Kaiugnak,kelp greenling,1
7,2,2026,7/2/2026,671,Kai-2,Kaiugnak,masked greenling,3
7,2,2026,7/2/2026,666,Kai-3,Kaiugnak,masked greenling,2
7,2,2026,7/2/2026,669,Kai-4,Kaiugnak,masked greenling,2
7,2,2026,7/2/2026,667,Kai-6,Kaiugnak,masked greenling,2
7,2,2026,7/2/2026,668,Kai-7,Kaiugnak,masked greenling,2
7,2,2026,7/2/2026,669,Kai-4,Kaiugnak,northern rock sole,1
