Date,Station,Site,Bay,species,length,,
7/4/2026,673,Jap-2,Japanese ,chum salmon,68,,
7/21/2026,708,PW-1,Port Wrangell,chum salmon,68,,
7/21/2026,706,PW-2,Port Wrangell,chum salmon,68,,
7/21/2026,706,PW-2,Port Wrangell,chum salmon,68,,
7/9/2026,679,BB-2,Balboa,chum salmon,69,,
7/9/2026,681,BB-7,Balboa,chum salmon,69,,
7/9/2026,681,BB-7,Balboa,chum salmon,69,,
7/22/2026,710,AG-1,Agripina,chum salmon,70,,
7/12/2026,689,Bar-3,Baralof,chum salmon,70,,
7/9/2026,678,BB-3,Balboa,chum salmon,70,,
7/9/2026,680,BB-4,Balboa,chum salmon,70,,
7/9/2026,681,BB-7,Balboa,chum salmon,70,,
7/9/2026,681,BB-7,Balboa,chum salmon,70,,
7/9/2026,681,BB-7,Balboa,chum salmon,70,,
7/9/2026,681,BB-7,Balboa,chum salmon,70,,
7/2/2026,669,Kai-4,Kaiugnak,chum salmon,70,,
7/21/2026,708,PW-1,Port Wrangell,chum salmon,70,,
7/21/2026,706,PW-2,Port Wrangell,chum salmon,70,,
7/21/2026,706,PW-2,Port Wrangell,chum salmon,70,,
7/21/2026,706,PW-2,Port Wrangell,chum salmon,70,,
7/21/2026,707,PW-3,Port Wrangell,chum salmon,70,,
7/21/2026,707,PW-3,Port Wrangell,chum salmon,70,,
7/9/2026,680,BB-4,Balboa,chum salmon,71,,
7/9/2026,681,BB-7,Balboa,chum salmon,71,,
7/21/2026,706,PW-2,Port Wrangell,chum salmon,71,,
7/21/2026,707,PW-3,Port Wrangell,chum salmon,71,,
7/12/2026,689,Bar-3,Baralof,chum salmon,72,,
7/12/2026,689,Bar-3,Baralof,chum salmon,72,,
7/12/2026,689,Bar-3,Baralof,chum salmon,72,,
7/9/2026,679,BB-2,Balboa,chum salmon,72,,
7/9/2026,680,BB-4,Balboa,chum salmon,72,,
7/9/2026,680,BB-4,Balboa,chum salmon,72,,
7/9/2026,681,BB-7,Balboa,chum salmon,72,,
7/2/2026,670,Kai-1,Kaiugnak,chum salmon,72,,
7/21/2026,708,PW-1,Port Wrangell,chum salmon,72,,
7/22/2026,710,AG-1,Agripina,chum salmon,73,,
7/9/2026,680,BB-4,Balboa,chum salmon,73,,
7/9/2026,681,BB-7,Balboa,chum salmon,73,,
7/9/2026,681,BB-7,Balboa,chum salmon,73,,
7/4/2026,675,Jap-6,Japanese ,chum salmon,73,,
7/2/2026,666,Kai-3,Kaiugnak,chum salmon,73,,
7/21/2026,706,PW-2,Port Wrangell,chum salmon,73,,
7/22/2026,712,AG-5,Agripina,chum salmon,74,,
7/9/2026,679,BB-2,Balboa,chum salmon,74,,
7/9/2026,678,BB-3,Balboa,chum salmon,74,,
7/9/2026,680,BB-4,Balboa,chum salmon,74,,
7/9/2026,680,BB-4,Balboa,chum salmon,74,,
7/9/2026,681,BB-7,Balboa,chum salmon,74,,
7/4/2026,673,Jap-2,Japanese ,chum salmon,74,,
7/4/2026,675,Jap-6,Japanese ,chum salmon,74,,
7/4/2026,675,Jap-6,Japanese ,chum salmon,74,,
7/4/2026,672,Jap-7,Japanese ,chum salmon,74,,
7/21/2026,709,PW-4,Port Wrangell,chum salmon,74,,
7/9/2026,679,BB-2,Balboa,chum salmon,75,,
7/9/2026,679,BB-2,Balboa,chum salmon,75,,
7/9/2026,678,BB-3,Balboa,chum salmon,75,,
7/9/2026,678,BB-3,Balboa,chum salmon,75,,
7/9/2026,681,BB-7,Balboa,chum salmon,75,,
7/9/2026,681,BB-7,Balboa,chum salmon,75,,
7/4/2026,673,Jap-2,Japanese ,chum salmon,75,,
7/4/2026,675,Jap-6,Japanese ,chum salmon,75,,
7/2/2026,666,Kai-3,Kaiugnak,chum salmon,75,,
7/22/2026,712,AG-5,Agripina,chum salmon,76,,
7/22/2026,712,AG-5,Agripina,chum salmon,76,,
7/9/2026,680,BB-4,Balboa,chum salmon,76,,
7/9/2026,681,BB-7,Balboa,chum salmon,76,,
7/16/2026,700,Fox-2,Fox,chum salmon,76,,
7/4/2026,675,Jap-6,Japanese ,chum salmon,76,,
7/21/2026,706,PW-2,Port Wrangell,chum salmon,76,,
7/2/2026,666,Kai-3,Kaiugnak,chum salmon,77,,
7/12/2026,689,Bar-3,Baralof,chum salmon,78,,
7/4/2026,673,Jap-2,Japanese ,chum salmon,78,,
7/2/2026,666,Kai-3,Kaiugnak,chum salmon,78,,
7/2/2026,669,Kai-4,Kaiugnak,chum salmon,78,,
7/12/2026,689,Bar-3,Baralof,chum salmon,80,,
7/9/2026,678,BB-3,Balboa,chum salmon,80,,
7/4/2026,673,Jap-2,Japanese ,chum salmon,80,,
7/4/2026,673,Jap-2,Japanese ,chum salmon,80,,
7/21/2026,707,PW-3,Port Wrangell,chum salmon,80,,
7/22/2026,712,AG-5,Agripina,chum salmon,81,,
7/12/2026,691,Bar-1,Baralof,chum salmon,82,,
7/12/2026,689,Bar-3,Baralof,chum salmon,82,,
7/2/2026,669,Kai-4,Kaiugnak,chum salmon,82,,
7/9/2026,679,BB-2,Balboa,chum salmon,85,,
7/22/2026,712,AG-5,Agripina,chum salmon,86,,
7/9/2026,678,BB-3,Balboa,chum salmon,87,,
7/4/2026,677,Jap-5,Japanese ,coho salmon,44,,
7/4/2026,672,Jap-7,Japanese ,coho salmon,58,,
7/21/2026,709,PW-4,Port Wrangell,coho salmon,58,,
7/22/2026,715,AG-6,Agripina,coho salmon,60,,
7/22/2026,715,AG-6,Agripina,coho salmon,62,,
7/21/2026,709,PW-4,Port Wrangell,coho salmon,63,,
7/21/2026,709,PW-4,Port Wrangell,coho salmon,68,,
7/21/2026,709,PW-4,Port Wrangell,coho salmon,70,,
7/22/2026,715,AG-6,Agripina,coho salmon,73,,
7/22/2026,715,AG-6,Agripina,coho salmon,74,,
7/21/2026,709,PW-4,Port Wrangell,coho salmon,76,,
7/4/2026,672,Jap-7,Japanese ,copper rockfish,45,,
7/4/2026,675,Jap-6,Japanese ,copper rockfish,50,,
7/2/2026,669,Kai-4,Kaiugnak,copper rockfish,50,,
7/2/2026,669,Kai-4,Kaiugnak,copper rockfish,54,,
7/11/2026,683,Fal-1,Falmouth,copper rockfish,56,,
7/2/2026,669,Kai-4,Kaiugnak,copper rockfish,56,,
7/4/2026,672,Jap-7,Japanese ,copper rockfish,58,,
7/2/2026,668,Kai-7,Kaiugnak,copper rockfish,58,,
6/30/2026,665,Kil-5,Kiliuda,copper rockfish,58,,
7/4/2026,676,Jap-1,Japanese ,copper rockfish,61,,
7/21/2026,707,PW-3,Port Wrangell,copper rockfish,62,,
7/2/2026,669,Kai-4,Kaiugnak,copper rockfish,63,,
7/4/2026,672,Jap-7,Japanese ,copper rockfish,64,,
7/22/2026,714,AG-4,Agripina,copper rockfish,65,,
7/4/2026,676,Jap-1,Japanese ,copper rockfish,65,,
7/4/2026,672,Jap-7,Japanese ,copper rockfish,65,,
7/4/2026,672,Jap-7,Japanese ,copper rockfish,65,,
7/2/2026,669,Kai-4,Kaiugnak,copper rockfish,65,,
7/2/2026,669,Kai-4,Kaiugnak,copper rockfish,65,,
6/30/2026,663,Kil-4,Kiliuda,copper rockfish,65,,
6/30/2026,665,Kil-5,Kiliuda,copper rockfish,65,,
7/4/2026,675,Jap-6,Japanese ,copper rockfish,66,,
7/4/2026,672,Jap-7,Japanese ,copper rockfish,66,,
7/2/2026,669,Kai-4,Kaiugnak,copper rockfish,66,,
7/2/2026,669,Kai-4,Kaiugnak,copper rockfish,67,,
6/30/2026,663,Kil-4,Kiliuda,copper rockfish,67,,
7/4/2026,675,Jap-6,Japanese ,copper rockfish,68,,
7/2/2026,669,Kai-4,Kaiugnak,copper rockfish,68,,
7/2/2026,668,Kai-7,Kaiugnak,copper rockfish,68,,
6/30/2026,662,Kil-3,Kiliuda,copper rockfish,68,,
6/30/2026,663,Kil-4,Kiliuda,copper rockfish,68,,
7/4/2026,676,Jap-1,Japanese ,copper rockfish,69,,
7/4/2026,676,Jap-1,Japanese ,copper rockfish,70,,
7/2/2026,669,Kai-4,Kaiugnak,copper rockfish,70,,
6/30/2026,663,Kil-4,Kiliuda,copper rockfish,70,,
6/30/2026,663,Kil-4,Kiliuda,copper rockfish,70,,
7/4/2026,675,Jap-6,Japanese ,copper rockfish,71,,
6/30/2026,665,Kil-5,Kiliuda,copper rockfish,71,,
7/21/2026,707,PW-3,Port Wrangell,copper rockfish,72,,
7/11/2026,683,Fal-1,Falmouth,copper rockfish,75,,
6/30/2026,663,Kil-4,Kiliuda,copper rockfish,75,,
6/30/2026,665,Kil-5,Kiliuda,copper rockfish,75,,
7/4/2026,675,Jap-6,Japanese ,copper rockfish,76,,
6/30/2026,663,Kil-4,Kiliuda,copper rockfish,76,,
6/30/2026,664,Kil-6,Kiliuda,copper rockfish,76,,
6/30/2026,662,Kil-3,Kiliuda,copper rockfish,78,,
6/30/2026,665,Kil-5,Kiliuda,copper rockfish,80,,
6/30/2026,665,Kil-5,Kiliuda,copper rockfish,82,,
7/12/2026,688,Bar-4,Baralof,dolly varden,180,,
7/12/2026,688,Bar-4,Baralof,dolly varden,191,,
7/12/2026,688,Bar-4,Baralof,dolly varden,215,,
7/12/2026,688,Bar-4,Baralof,dolly varden,240,,
7/9/2026,678,BB-3,Balboa,dolly varden,255,,
6/16/2026,656,Laminaria South,Cook,dolly varden,255,,
7/12/2026,688,Bar-4,Baralof,dolly varden,280,,
7/9/2026,679,BB-2,Balboa,dolly varden,330,,
6/16/2026,657,Eelgrass South,Cook,dolly varden,348,,
7/11/2026,686,Fal-2,Falmouth,English sole,54,,
7/11/2026,686,Fal-2,Falmouth,English sole,55,,
7/11/2026,686,Fal-2,Falmouth,English sole,56,,
7/11/2026,686,Fal-2,Falmouth,English sole,60,,
7/11/2026,686,Fal-2,Falmouth,English sole,60,,
7/11/2026,686,Fal-2,Falmouth,English sole,61,,
7/11/2026,686,Fal-2,Falmouth,English sole,61,,
7/11/2026,686,Fal-2,Falmouth,English sole,65,,
7/2/2026,666,Kai-3,Kaiugnak,English sole,65,,
7/11/2026,686,Fal-2,Falmouth,English sole,70,,
7/22/2026,711,AG-2,Agripina,lingcod,83,,
7/12/2026,689,Bar-3,Baralof,northern rock sole,26,,
7/11/2026,686,Fal-2,Falmouth,northern rock sole,35,,
7/11/2026,686,Fal-2,Falmouth,northern rock sole,40,,
7/11/2026,686,Fal-2,Falmouth,northern rock sole,45,,
7/11/2026,686,Fal-2,Falmouth,northern rock sole,55,,
7/11/2026,686,Fal-2,Falmouth,northern rock sole,55,,
7/2/2026,669,Kai-4,Kaiugnak,northern rock sole,56,,
7/11/2026,686,Fal-2,Falmouth,northern rock sole,58,,
7/11/2026,686,Fal-2,Falmouth,northern rock sole,58,,
7/11/2026,686,Fal-2,Falmouth,northern rock sole,120,,
7/2/2026,667,Kai-6,Kaiugnak,northern spearnose poacher,47,,
7/12/2026,688,Bar-4,Baralof,Pacific cod,26,,
7/12/2026,691,Bar-1,Baralof,Pacific cod,28,,
7/16/2026,697,Fox-5,Fox,Pacific cod,28,,
6/16/2026,659,Laminaria East,Cook,Pacific cod,29,,
7/12/2026,689,Bar-3,Baralof,Pacific cod,30,,
7/12/2026,688,Bar-4,Baralof,Pacific cod,30,,
7/12/2026,688,Bar-4,Baralof,Pacific cod,30,,
7/11/2026,683,Fal-1,Falmouth,Pacific cod,30,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,30,,
7/2/2026,668,Kai-7,Kaiugnak,Pacific cod,30,,
6/30/2026,665,Kil-5,Kiliuda,Pacific cod,30,,
6/16/2026,656,Laminaria South,Cook,Pacific cod,30,,
6/16/2026,656,Laminaria South,Cook,Pacific cod,30,,
6/16/2026,656,Laminaria South,Cook,Pacific cod,30,,
6/16/2026,659,Laminaria East,Cook,Pacific cod,30,,
6/16/2026,659,Laminaria East,Cook,Pacific cod,30,,
6/16/2026,659,Laminaria East,Cook,Pacific cod,30,,
6/16/2026,659,Laminaria East,Cook,Pacific cod,30,,
7/12/2026,691,Bar-1,Baralof,Pacific cod,31,,
7/12/2026,688,Bar-4,Baralof,Pacific cod,31,,
7/9/2026,678,BB-3,Balboa,Pacific cod,31,,
7/11/2026,683,Fal-1,Falmouth,Pacific cod,31,,
7/4/2026,677,Jap-5,Japanese ,Pacific cod,31,,
7/4/2026,675,Jap-6,Japanese ,Pacific cod,31,,
6/16/2026,656,Laminaria South,Cook,Pacific cod,31,,
6/16/2026,656,Laminaria South,Cook,Pacific cod,31,,
6/16/2026,659,Laminaria East,Cook,Pacific cod,31,,
6/16/2026,659,Laminaria East,Cook,Pacific cod,31,,
6/16/2026,659,Laminaria East,Cook,Pacific cod,31,,
7/14/2026,695,Sand-2,Sand Point,Pacific cod,31,,
7/12/2026,688,Bar-4,Baralof,Pacific cod,32,,
7/12/2026,688,Bar-4,Baralof,Pacific cod,32,,
7/9/2026,680,BB-4,Balboa,Pacific cod,32,,
7/11/2026,683,Fal-1,Falmouth,Pacific cod,32,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,32,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,32,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,32,,
7/16/2026,700,Fox-2,Fox,Pacific cod,32,,
7/16/2026,698,Fox-3,Fox,Pacific cod,32,,
7/16/2026,698,Fox-3,Fox,Pacific cod,32,,
7/4/2026,676,Jap-1,Japanese ,Pacific cod,32,,
6/30/2026,663,Kil-4,Kiliuda,Pacific cod,32,,
6/30/2026,665,Kil-5,Kiliuda,Pacific cod,32,,
6/16/2026,656,Laminaria South,Cook,Pacific cod,32,,
6/16/2026,656,Laminaria South,Cook,Pacific cod,32,,
6/16/2026,656,Laminaria South,Cook,Pacific cod,32,,
6/16/2026,656,Laminaria South,Cook,Pacific cod,32,,
6/16/2026,656,Laminaria South,Cook,Pacific cod,32,,
6/16/2026,656,Laminaria South,Cook,Pacific cod,32,,
6/16/2026,659,Laminaria East,Cook,Pacific cod,32,,
6/16/2026,659,Laminaria East,Cook,Pacific cod,32,,
6/16/2026,659,Laminaria East,Cook,Pacific cod,32,,
6/16/2026,659,Laminaria East,Cook,Pacific cod,32,,
6/16/2026,659,Laminaria East,Cook,Pacific cod,32,,
7/14/2026,695,Sand-2,Sand Point,Pacific cod,32,,
7/14/2026,694,Sand-3,Sand Point,Pacific cod,32,,
7/14/2026,694,Sand-3,Sand Point,Pacific cod,32,,
7/12/2026,689,Bar-3,Baralof,Pacific cod,33,,
7/12/2026,689,Bar-3,Baralof,Pacific cod,33,,
7/12/2026,688,Bar-4,Baralof,Pacific cod,33,,
7/12/2026,688,Bar-4,Baralof,Pacific cod,33,,
7/9/2026,678,BB-3,Balboa,Pacific cod,33,,
6/16/2026,657,Eelgrass South,Cook,Pacific cod,33,,
6/16/2026,657,Eelgrass South,Cook,Pacific cod,33,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,33,,
7/16/2026,700,Fox-2,Fox,Pacific cod,33,,
7/16/2026,700,Fox-2,Fox,Pacific cod,33,,
7/4/2026,673,Jap-2,Japanese ,Pacific cod,33,,
6/30/2026,665,Kil-5,Kiliuda,Pacific cod,33,,
6/30/2026,665,Kil-5,Kiliuda,Pacific cod,33,,
6/16/2026,656,Laminaria South,Cook,Pacific cod,33,,
6/16/2026,656,Laminaria South,Cook,Pacific cod,33,,
6/16/2026,659,Laminaria East,Cook,Pacific cod,33,,
6/16/2026,659,Laminaria East,Cook,Pacific cod,33,,
7/14/2026,694,Sand-3,Sand Point,Pacific cod,33,,
7/12/2026,688,Bar-4,Baralof,Pacific cod,34,,
7/9/2026,679,BB-2,Balboa,Pacific cod,34,,
7/9/2026,678,BB-3,Balboa,Pacific cod,34,,
7/9/2026,680,BB-4,Balboa,Pacific cod,34,,
7/9/2026,680,BB-4,Balboa,Pacific cod,34,,
7/9/2026,681,BB-7,Balboa,Pacific cod,34,,
6/16/2026,657,Eelgrass South,Cook,Pacific cod,34,,
6/16/2026,658,Eelgrass West,Cook,Pacific cod,34,,
6/16/2026,658,Eelgrass West,Cook,Pacific cod,34,,
6/16/2026,658,Eelgrass West,Cook,Pacific cod,34,,
7/11/2026,683,Fal-1,Falmouth,Pacific cod,34,,
7/11/2026,683,Fal-1,Falmouth,Pacific cod,34,,
7/11/2026,683,Fal-1,Falmouth,Pacific cod,34,,
7/11/2026,685,Fal-3,Falmouth,Pacific cod,34,,
7/11/2026,685,Fal-3,Falmouth,Pacific cod,34,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,34,,
7/11/2026,682,Fal-5,Falmouth,Pacific cod,34,,
7/16/2026,700,Fox-2,Fox,Pacific cod,34,,
7/16/2026,700,Fox-2,Fox,Pacific cod,34,,
7/16/2026,700,Fox-2,Fox,Pacific cod,34,,
7/16/2026,700,Fox-2,Fox,Pacific cod,34,,
7/4/2026,676,Jap-1,Japanese ,Pacific cod,34,,
7/4/2026,675,Jap-6,Japanese ,Pacific cod,34,,
7/2/2026,666,Kai-3,Kaiugnak,Pacific cod,34,,
7/2/2026,667,Kai-6,Kaiugnak,Pacific cod,34,,
6/30/2026,663,Kil-4,Kiliuda,Pacific cod,34,,
6/30/2026,663,Kil-4,Kiliuda,Pacific cod,34,,
6/30/2026,663,Kil-4,Kiliuda,Pacific cod,34,,
6/30/2026,665,Kil-5,Kiliuda,Pacific cod,34,,
6/30/2026,665,Kil-5,Kiliuda,Pacific cod,34,,
6/16/2026,656,Laminaria South,Cook,Pacific cod,34,,
6/16/2026,656,Laminaria South,Cook,Pacific cod,34,,
6/16/2026,659,Laminaria East,Cook,Pacific cod,34,,
6/16/2026,659,Laminaria East,Cook,Pacific cod,34,,
7/14/2026,694,Sand-3,Sand Point,Pacific cod,34,,
7/14/2026,694,Sand-3,Sand Point,Pacific cod,34,,
7/14/2026,694,Sand-3,Sand Point,Pacific cod,34,,
7/14/2026,694,Sand-3,Sand Point,Pacific cod,34,,
7/22/2026,711,AG-2,Agripina,Pacific cod,35,,
7/9/2026,679,BB-2,Balboa,Pacific cod,35,,
7/9/2026,678,BB-3,Balboa,Pacific cod,35,,
7/9/2026,678,BB-3,Balboa,Pacific cod,35,,
7/9/2026,678,BB-3,Balboa,Pacific cod,35,,
7/9/2026,680,BB-4,Balboa,Pacific cod,35,,
7/9/2026,680,BB-4,Balboa,Pacific cod,35,,
7/9/2026,681,BB-7,Balboa,Pacific cod,35,,
7/9/2026,681,BB-7,Balboa,Pacific cod,35,,
7/9/2026,681,BB-7,Balboa,Pacific cod,35,,
7/9/2026,681,BB-7,Balboa,Pacific cod,35,,
7/9/2026,681,BB-7,Balboa,Pacific cod,35,,
6/16/2026,657,Eelgrass South,Cook,Pacific cod,35,,
6/16/2026,657,Eelgrass South,Cook,Pacific cod,35,,
6/16/2026,657,Eelgrass South,Cook,Pacific cod,35,,
7/11/2026,683,Fal-1,Falmouth,Pacific cod,35,,
7/11/2026,685,Fal-3,Falmouth,Pacific cod,35,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,35,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,35,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,35,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,35,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,35,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,35,,
7/11/2026,684,Fal-4,Falmouth,Pacific cod,35,,
7/11/2026,682,Fal-5,Falmouth,Pacific cod,35,,
7/11/2026,682,Fal-5,Falmouth,Pacific cod,35,,
7/11/2026,682,Fal-5,Falmouth,Pacific cod,35,,
7/16/2026,699,Fox-1,Fox,Pacific cod,35,,
7/16/2026,700,Fox-2,Fox,Pacific cod,35,,
7/16/2026,700,Fox-2,Fox,Pacific cod,35,,
7/16/2026,700,Fox-2,Fox,Pacific cod,35,,
7/16/2026,700,Fox-2,Fox,Pacific cod,35,,
7/16/2026,697,Fox-5,Fox,Pacific cod,35,,
7/2/2026,670,Kai-1,Kaiugnak,Pacific cod,35,,
7/2/2026,670,Kai-1,Kaiugnak,Pacific cod,35,,
