month,day,year,Station,Site,Bay,subsample,Time,Temp.C,Salinity,YSI_DO,lat.deg,lat.min,long.deg,long.min,lat,long,LONGITUDE,use.for.CPUE,notes,Cobble,Gravel,Fucus,Laminaria,Eelgrass,LT.time
7,14,2018,29,RR-4,Rodman Reach,no,10:34,10.5,30,.,56,52.6595,154,15.5708,56.87765833,154.2595133,-154.2595133,yes,laminaria,y,y,n,y,n,.
7,14,2018,30,RR-5,Rodman Reach,no,11:52,10.8,29,.,56,52.8034,154,14.733,56.88005667,154.24555,-154.24555,yes,"bare. Mussel bed, muddy, cobble. Very shallow had to row net",y,y,n,n,n,.
7,14,2018,31,RR-6,Rodman Reach,no,12:10,10.7,30,.,56,52.8149,154,14.7777,56.88024833,154.246295,-154.246295,yes,eelgrass. Very shallow. Had to row,n,n,n,n,y,.
7,16,2018,32,AG-1,Agripina,no,9:15,10.1,30,.,57,6.2413,156,28.5963,57.10402167,156.476605,-156.476605,yes,eelgrass and cobble. Watch tide - do this station first before you lose all water,y,n,y,y,y,.
7,16,2018,33,AG-2,Agripina,no,10:27,9.2,26,.,57,6.2728,156,28.2744,57.10454667,156.47124,-156.47124,yes,cobble and laminaria,y,y,n,y,n,.
7,16,2018,34,AG-3,Agripina,no,11:30,10.6,27,.,57,6.4255,156,27.3891,57.10709167,156.456485,-156.456485,yes,laminaria and cobble,y,y,n,y,n,.
7,16,2018,35,AG-4,Agripina,no,12:20,11.8,29,.,57,6.5624,156,27.5943,57.10937333,156.459905,-156.459905,yes,"laminaria, cobble, steep",y,n,y,y,n,.
7,16,2018,36,AG-5,Agripina,no,13:28,12,30,.,57,6.2816,156,27.5019,57.10469333,156.458365,-156.458365,yes,"laminaria, cobble  ",y,n,n,y,n,.
7,16,2018,37,AG-6,Agripina,no,14:30,12.3,23,.,57,6.7894,156,28.7779,57.11315667,156.4796317,-156.4796317,yes,"eelgrass, cobble",y,y,y,y,y,.
7,17,2018,38,PW-1,Port Wrangell,yes,10:09,8.6,24,.,57,2.9479,156,36.677,57.04913167,156.6112833,-156.6112833,yes,"big cobble, brown algae, sugar kelp and laminaria",y,n,n,y,n,.
7,17,2018,39,PW-2,Port Wrangell,yes,11:25,8.7,23,.,57,2.875,156,36.7218,57.04791667,156.61203,-156.61203,yes,"cobble, brown algae, very steep",y,n,n,n,n,.
7,17,2018,40,PW-3,Port Wrangell,yes,12:40,9.5,25,.,57,2.7934,156,36.7818,57.04655667,156.61303,-156.61303,yes,"cobble, some brown algae, deep but not as steep as 39",y,n,n,n,n,.
7,17,2018,41,PW-4,Port Wrangell,no,14:26,11.2,16,.,57,3.5322,156,37.3522,57.05887,156.6225367,-156.6225367,yes,"fucus, cobble, barnacle, mussel, shallow near waterfall",y,y,y,n,y,.
7,19,2018,42,Kuj-1,Kujulik,no,11:47,9.9,30,.,56,33.7327,157,52.3268,56.56221167,157.8721133,-157.8721133,yes,"bare sand, very shallow. We walked net. Kelp detritus in net",n,n,n,n,n,.
7,19,2018,43,Kuj-2,Kujulik,no,12:32,10.2,30,.,56,33.8401,157,52.853,56.56400167,157.8808833,-157.8808833,yes,bare sand ,n,n,n,n,n,.
7,19,2018,44,Kuj-3,Kujulik,no,13:35,10.7,32,.,56,33.9465,157,53.0354,56.565775,157.8839233,-157.8839233,yes,sand/bare. Caution rocks to avoid,n,n,n,n,n,.
7,19,2018,45,Kuj-4,Kujulik,yes,15:10,11.8,32,.,56,34.1822,157,55.4338,56.56970333,157.9238967,-157.9238967,yes,"cobble, bare/small eelgrass patch. Caution rocks to avoid",y,n,n,n,y,.
7,22,2018,46,Mit-1,Mitrofania,no,6:40,9.5,32,.,55,58.6839,158,42.9122,55.978065,158.7152033,-158.7152033,yes,"fucus, cobble, laminaria, good kelp cover",y,n,y,y,y,.
7,22,2018,47,Mit-2,Mitrofania,no,8:00,9.7,31,.,55,58.8036,158,42.8279,55.98006,158.7137983,-158.7137983,yes,"eelgrass, laminaria, cobble, gravel. Good kelp habitat",y,y,n,y,y,.
7,22,2018,48,Mit-3,Mitrofania,no,14:04,10.9,31,.,55,58.7147,158,42.0547,55.97857833,158.7009117,-158.7009117,yes,"cobble, bare ",y,n,n,n,n,.
7,22,2018,49,Mit-4,Mitrofania,no,14:42,10.5,9,.,55,58.9207,158,42.7063,55.98201167,158.7117717,-158.7117717,yes,"eelgrass, gravel",n,y,n,n,y,.
7,22,2018,50,Mit-5,Mitrofania,no,15:50,10.1,31,.,55,58.9138,158,41.7892,55.98189667,158.6964867,-158.6964867,yes,"cobble, mussels, brown algae, some fucus",y,y,y,y,n,.
7,22,2018,51,Mit-6,Mitrofania,no,17:05,10.5,28,.,55,58.7316,158,42.2607,55.97886,158.704345,-158.704345,yes,"gravel, cobble, some fucus. A little eelgrass but we missed most of it.",y,y,y,n,y,.
7,24,2018,52,Fox-1,Fox,no,7:40,9.3,25,.,55,36.9748,159,39.1764,55.61624667,159.65294,-159.65294,yes,cobble and eelgrass,y,y,n,y,y,.
7,24,2018,53,Fox-2,Fox,no,9:02,9.7,21,.,55,36.6837,159,38.4853,55.611395,159.6414217,-159.6414217,yes,"cobble, fucus, brown algae, mostly bare",y,y,y,y,y,.
7,24,2018,54,Fox-3,Fox,no,9:50,10.4,26,.,55,36.5611,159,38.2427,55.60935167,159.6373783,-159.6373783,yes,"bare cobble, some brown algae",y,n,n,y,n,.
7,24,2018,55,Fox-4,Fox,no,16:20,11,23,.,55,36.5014,159,37.813,55.60835667,159.6302167,-159.6302167,yes,bare cobble,y,n,n,n,n,.
7,24,2018,56,Fox-5,Fox,no,17:06,11.1,24,.,55,36.4672,159,37.936,55.60778667,159.6322667,-159.6322667,yes,"cobble w matted algae debris. Very shallow, had to row",y,n,n,y,n,.
7,26,2018,57,Sand-1,Sand Point,no,7:37,10.5,30,.,55,21.1408,160,31.6466,55.35234667,160.5274433,-160.5274433,yes,"sand, eelgrass, very very shallow. Not sure will repeat",y,n,y,y,n,.
7,26,2018,58,Sand-2,Sand Point,no,8:45,10,31,.,55,15.2101,160,31.4459,55.25350167,160.5240983,-160.5240983,yes,"cobble, rich and diverse with kelp and algae",y,n,y,y,n,.
7,26,2018,59,Sand-3,Sand Point,no,10:13,10,31,.,55,19.221,160,31.2411,55.32035,160.520685,-160.520685,yes,"eelgrass, cobble. ",y,n,y,n,y,.
7,29,2018,60,Fal-1,Falmouth,no,8:07,9.1,31,.,55,4.0159,160,7.604,55.06693167,160.1267333,-160.1267333,yes,"cobble, thick laminaria site",y,n,n,y,n,.
7,29,2018,61,Fal-2,Falmouth,no,9:20,9.3,30,.,55,3.835,160,6.984,55.06391667,160.1164,-160.1164,yes,"black sand, witches hair, green ulva, algae salad",n,n,y,y,n,.
7,29,2018,62,Fal-3,Falmouth,no,10:35,9.1,32,.,55,4.105,160,6.747,55.06841667,160.11245,-160.11245,yes,"cobble, gravel, witches hair, ulva, green algae",y,y,n,y,n,.
7,30,2018,63,Fal-4,Falmouth,yes,8:45,9.3,30,.,55,4.161,160,6.82,55.06935,160.1136667,-160.1136667,yes,"cobble, thick brown algae, witches hair, laminaria",y,y,n,y,n,.
7,30,2018,64,Fal-5,Falmouth,no,10:21,9.5,30,.,55,4.146,160,7.796,55.0691,160.1299333,-160.1299333,yes,"sand, laminaria. Must sample right at low tide",n,n,n,y,y,.
8,1,2018,65,Bar-1,Baralof,no,10:05,9,31,.,55,13.8391,160,34.1662,55.23065167,160.5694367,-160.5694367,yes,"cobble, fucus, ulva",y,y,n,n,n,.
8,1,2018,66,Bar-2,Baralof,no,11:15,9.4,32,.,55,13.763,160,33.878,55.22938333,160.5646333,-160.5646333,yes,"cobble, eelgrass",y,n,y,n,y,.
8,1,2018,67,Bar-3,Baralof,no,12:10,9.2,32,.,55,13.755,160,33.735,55.22925,160.56225,-160.56225,yes,"cobble, eelgass, fucus, seive kelp, mixture",y,y,y,y,y,.
8,1,2018,68,Bar-4,Baralof,no,13:20,8.7,30,.,55,13.757,160,33.109,55.22928333,160.5518167,-160.5518167,yes,"eelgrass, sand",n,n,y,n,y,.
8,1,2018,69,Bar-5,Baralof,no,14:23,9.3,32,.,55,13.819,160,32.907,55.23031667,160.54845,-160.54845,yes,"cobble, eelgrass",y,n,n,n,y,.
8,1,2018,70,Bar-6,Baralof,no,15:03,9.8,30,.,55,13.68,160,33.587,55.228,160.5597833,-160.5597833,yes,"cobble, fucus, kelp mixture",y,y,y,y,y,.
8,5,2018,71,BB-1,Balboa,no,12:08,12.2,32,.,55,34.934,160,35.6277,55.58223333,160.593795,-160.593795,yes,"cobble, rocky, fucus. Very shallow. Hung. Do not repeat",y,y,y,y,y,.
8,5,2018,72,BB-2,Balboa,no,12:40,12,32,.,55,34.6868,160,35.7342,55.57811333,160.59557,-160.59557,yes,"sand, cobble, some eelgrass, ulva, fucus. Mostly bare",y,y,y,y,y,.
8,5,2018,73,BB-3,Balboa,no,13:31,10.7,32,.,55,34.6528,160,35.8885,55.57754667,160.5981417,-160.5981417,yes,"bare, steep, gravel, a little fucus",n,y,y,y,n,.
8,5,2018,74,BB-4,Balboa,no,14:13,12.5,29,.,55,34.6547,160,36.9087,55.57757833,160.615145,-160.615145,yes,"large cobble, laminaria, good kelp coverage",y,n,y,y,n,.
8,5,2018,75,BB-5,Balboa,no,15:09,12,33,.,55,34.788,160,36.7116,55.5798,160.61186,-160.61186,yes,"cobble, fucus, hung twice on rocks, do not repeat.",y,y,y,n,y,.
8,5,2018,76,BB-6,Balboa,no,15:40,13.5,31,.,55,34.9997,160,36.7816,55.58332833,160.6130267,-160.6130267,yes,"eelgrass, fucus, cobble, had to lifet net over one big boulder. Otherwise good",y,y,y,n,y,.
8,7,2018,77,Fox-4,Fox,no,7:41,12.5,26,.,55,36.5046,159,37.8171,55.60841,159.630285,-159.630285,yes,"gravel, bare cobble, waves on beach/high disturbance",y,y,n,n,n,.
8,7,2018,78,Fox-5,Fox,no,8:24,12.9,25,.,55,36.4959,159,37.9706,55.608265,159.6328433,-159.6328433,yes,"cobble w matted algae debris. Very shallow, had to row",y,n,n,y,n,.
8,7,2018,79,Fox-1,Fox,no,15:31,14.3,32,.,55,36.9856,159,39.1966,55.61642667,159.6532767,-159.6532767,yes,cobble and some eelgrass,y,y,n,y,y,.
8,7,2018,80,Fox-2,Fox,no,16:17,13.9,32,.,55,36.7051,159,38.5248,55.61175167,159.64208,-159.64208,yes,"cobble, mostly bare",y,y,n,n,y,.
8,7,2018,81,Fox-3,Fox,no,16:57,14.5,31,.,55,36.5518,159,38.2345,55.60919667,159.6372417,-159.6372417,yes,"bare cobble, some brown algae",y,n,n,y,n,.
8,7,2018,82,Mit-1,Mitrofania,no,7:23,10.5,29,.,55,58.6875,158,42.9171,55.978125,158.715285,-158.715285,yes,"fucus, cobble, laminaria, good kelp cover",y,n,y,y,n,.
8,9,2018,83,Mit-2,Mitrofania,no,8:20,11.6,31,.,55,58.7954,158,42.8349,55.97992333,158.713915,-158.713915,yes,"eelgrass, laminaria, cobble, gravel. Good kelp habitat",y,y,n,y,y,.
8,9,2018,84,Mit-3,Mitrofania,no,8:55,11.6,31,.,55,58.7228,158,42.6429,55.97871333,158.710715,-158.710715,yes,"cobble, bare ",y,n,n,n,n,.
8,9,2018,85,Mit-6,Mitrofania,no,10:03,12.5,31,.,55,58.7291,158,42.249,55.97881833,158.70415,-158.70415,yes,"gravel, eelgrass and laminaria",n,y,n,y,y,.
8,9,2018,86,Mit-4,Mitrofania,no,10:57,12.4,30,.,55,58.9183,158,42.7041,55.98197167,158.711735,-158.711735,yes,"eelgrass, gravel",n,y,n,n,y,.
8,9,2018,87,Mit-5,Mitrofania,no,11:31,13.2,29,.,55,58.9168,158,41.7852,55.98194667,158.69642,-158.69642,yes,"cobble, mussels, brown algae, some fucus",y,y,y,n,n,.
8,14,2018,88,PW-3,Port Wrangell,no,9:25,7.9,33,.,57,2.8117,156,36.7749,57.04686167,156.612915,-156.612915,yes,"cobble, some brown algae",y,n,n,y,n,.
8,14,2018,89,PW-2,Port Wrangell,no,9:55,8,31,.,57,2.8759,156,36.7183,57.04793167,156.6119717,-156.6119717,yes,"cobble, brown algae, very steep, laminaria",y,n,n,y,n,.
8,14,2018,90,PW-1,Port Wrangell,no,10:55,7.5,24,.,57,2.941,156,36.6656,57.04901667,156.6110933,-156.6110933,yes,"big cobble, brown algae, sugar kelp and laminaria",y,n,n,y,n,.
8,14,2018,91,PW-4,Port Wrangell,yes,11:40,9.1,22,.,57,3.5335,156,37.3324,57.05889167,156.6222067,-156.6222067,yes,"eelgrass,fucus, cobble, barnacle, mussel, shallow near waterfall",y,y,y,n,y,.
8,15,2018,92,AG-1,Agripina,no,9:35,.,5,.,57,6.2473,156,28.5979,57.10412167,156.4766317,-156.4766317,yes,eelgrass and cobble  ,y,n,y,y,y,.
8,15,2018,93,AG-2,Agripina,no,10:45,9.1,7,.,57,6.2758,156,28.3005,57.10459667,156.471675,-156.471675,yes,cobble and laminaria,y,y,n,y,n,.
8,15,2018,94,AG-4,Agripina,no,11:20,8.4,6,.,57,6.556,156,27.6133,57.10926667,156.4602217,-156.4602217,yes,"laminaria, cobble, steep",y,n,y,y,n,.
8,15,2018,95,AG-3,Agripina,no,12:10,9.4,25,.,57,6.4243,156,27.3861,57.10707167,156.456435,-156.456435,yes,laminaria,n,y,n,y,n,.
8,15,2018,96,AG-5,Agripina,yes,13:15,9.4,23,.,57,6.2908,156,27.5162,57.10484667,156.4586033,-156.4586033,yes,"laminaria, cobble  ",y,n,n,y,n,.
8,15,2018,97,AG-6,Agripina,no,14:25,9.3,30,.,57,6.7852,156,28.7767,57.11308667,156.4796117,-156.4796117,yes,"eelgrass, cobble",y,y,y,y,y,.
8,17,2018,98,RR-1,Rodman Reach,no,11:30,11.8,30,.,56,52.9371,154,15.2711,56.882285,154.2545183,-154.2545183,yes,,n,y,n,y,y,.
8,17,2018,99,RR-4,Rodman Reach,no,12:20,12.4,31,.,56,52.6591,154,15.5981,56.87765167,154.2599683,-154.2599683,yes,"eelgrass, cobble",y,y,n,y,y,.
8,17,2018,100,RR-5,Rodman Reach,no,15:20,12.4,32,.,56,52.8137,154,14.6743,56.88022833,154.2445717,-154.2445717,yes,,n,y,n,n,n,.
8,20,2018,101,RR-6,Rodman Reach,no,17:10,12.4,31,.,56,52.816,154,14.7786,56.88026667,154.24631,-154.24631,yes,"very deep, on ledge. Eelgrass sampled",n,n,n,n,y,.
8,20,2018,102,RR-2,Rodman Reach,no,17:50,12.4,31,.,56,54.0518,154,15.1292,56.90086333,154.2521533,-154.2521533,yes,,n,y,n,y,n,.
8,22,2018,103,Jap-5,Japanese,no,14:58,12,25,.,56,58.0742,153,40.918,56.96790333,153.6819667,-153.6819667,yes,cobble and fucus,y,y,y,y,y,.
8,22,2018,104,Jap-4,Japanese,no,15:49,11.5,32,.,56,57.5448,153,41.385,56.95908,153.68975,-153.68975,yes,"eelgrass, fucus, cobble ",y,y,y,y,y,.
8,22,2018,105,Jap-1,Japanese,no,16:18,12,29,.,56,57.1812,153,41.1149,56.95302,153.6852483,-153.6852483,yes,"eelgrass, fucus",n,n,y,n,y,.
8,22,2018,106,Jap-6,Japanese,yes,17:09,11.7,25,.,56,57.1912,153,40.732,56.95318667,153.6788667,-153.6788667,yes,,y,y,y,y,y,.
8,22,2018,107,Jap-2,Japanese,no,17:58,11.7,26,.,56,56.8927,153,40.9209,56.94821167,153.682015,-153.682015,yes,,n,n,n,n,y,.
8,22,2018,108,Jap-3,Japanese,no,18:20,11.4,30,.,56,57.072,153,41.093,56.9512,153.6848833,-153.6848833,yes,"bare, laminaria",y,y,y,y,n,.
8,22,2018,109,Jap-7,Japanese,no,19:01,11.5,25,.,56,56.7402,153,41.0391,56.94567,153.683985,-153.683985,yes,eelgrass,n,n,n,n,y,.
8,24,2018,110,Kai-1,Kaiugnak,no,7:49,9.8,30,.,57,3.6378,153,42.3338,57.06063,153.7055633,-153.7055633,yes,"gravel, bare, some laminaria.",n,y,n,y,n,.
8,24,2018,111,Kai-2,Kaiugnak,no,9:19,10,33,.,57,3.4331,153,42.1919,57.05721833,153.7031983,-153.7031983,yes,"cobble, gravel, laminaria and ulva",y,y,n,y,n,.
8,24,2018,112,Kai-3,Kaiugnak,no,10:20,10,31,.,57,3.2095,153,39.1843,57.05349167,153.6530717,-153.6530717,yes,"gravel, mostly bare, some laminaria",n,y,n,y,n,.
8,24,2018,113,Kai-6,Kaiugnak,no,11:00,10.1,30,.,57,3.3581,153,39.0077,57.05596833,153.6501283,-153.6501283,yes,gravel and laminaria,n,y,n,y,n,.
8,24,2018,114,Kai-4,Kaiugnak,no,16:50,9.9,34,.,57,4.249,153,40.4968,57.07081667,153.6749467,-153.6749467,yes,"granite cobble and sand, some fucus but little vegetation.",y,y,y,n,n,.
8,24,2018,115,Kai-5,Kaiugnak,no,17:26,10,24,.,57,4.3982,153,40.2514,57.07330333,153.6708567,-153.6708567,yes,bare. have to row. Very shallow. Strong current. Caught lots of sand. May not repeat,n,n,n,n,n,.
8,24,2018,116,Kai-7,Kaiugnak,no,18:15,10.6,32,.,57,3.4388,153,38.1044,57.05731333,153.6350733,-153.6350733,yes,"eelgrass, sand and gravel",n,y,n,n,y,.
8,26,2018,117,Kilu-3,Kiliuda,no,8:35,12,33,.,57,19.5095,152,54.3432,57.32515833,152.90572,-152.90572,no,eelgrass. Net rolled so not useful for CPUE,n,n,n,n,y,.
8,26,2018,118,Kilu-5,Kiliuda,no,11:11,10.3,34,.,57,19.3429,152,54.6313,57.32238167,152.9105217,-152.9105217,yes,eelgrass,n,y,n,n,y,.
8,26,2018,119,Kilu-1,Kiliuda,no,17:44,11.6,34,.,57,19.2814,152,54.0744,57.32135667,152.90124,-152.90124,yes,"eelgrass, cobble, fucus",y,n,y,n,y,.
8,26,2018,120,Kilu-4,Kiliuda,no,19:02,11.8,31,.,57,19.6545,152,53.8451,57.327575,152.8974183,-152.8974183,yes,,y,n,n,n,y,.
8,26,2018,121,Kilu-8,Kiliuda,no,19:53,12.2,33,.,57,19.474,152,54.3677,57.32456667,152.9061283,-152.9061283,yes,"eelgrass, fucus, steep . Near Kilu-3",n,n,y,n,y,.
8,26,2018,122,Kilu-9,Kiliuda,no,20:31,10.9,33,.,57,19.5239,152,53.93,57.32539833,152.8988333,-152.8988333,yes,bare,n,n,n,n,n,.
8,28,2018,123,Ugak-5,Ugak,no,7:26,9.3,16,.,57,26.2538,153,2.394,57.43756333,153.0399,-153.0399,yes,eelgrass,n,n,n,n,y,.
8,28,2018,124,Ugak-6,Ugak,no,8:01,8.7,29,.,57,26.7737,153,1.2969,57.44622833,153.021615,-153.021615,yes,eelgrass,n,n,n,n,y,.
8,28,2018,125,Ugak-3,Ugak,no,9:00,9.8,25,.,57,27.5863,152,58.5481,57.45977167,152.9758017,-152.9758017,yes,"fucus, mussels",n,y,y,n,n,.
8,28,2018,126,Ugak-2,Ugak,no,9:23,8.4,9,.,57,27.6112,152,58.0558,57.46018667,152.9675967,-152.9675967,yes,"sea urchins, sea cucumber. Steep beach",n,y,y,n,n,.
8,28,2018,127,Ugak-1,Ugak,no,10:25,11.8,25,.,57,28.2099,153,0.081,57.470165,153.00135,-153.00135,yes,"eelgrass, mussels, shallow",n,n,n,n,y,.
8,28,2018,128,Ugak-7,Ugak,no,11:03,11.2,20,.,57,28.3414,152,59.4263,57.47235667,152.9904383,-152.9904383,yes,big eelgrass bed,n,n,n,n,y,.
8,28,2018,129,Ugak-4,Ugak,no,12:18,12.4,28,.,57,27.096,152,59.9846,57.4516,152.9997433,-152.9997433,yes,"cobble, fucus, laminaria",y,n,y,y,n,.
8,28,2018,130,Ugak-8,Ugak,no,12:48,11.7,31,.,57,26.7858,153,0.3285,57.44643,153.005475,-153.005475,yes,"bare, cobble, fucus",y,n,y,n,n,.
7,7,2019,131,AG-1,Agripina,no,10:13,11.5,31.6,.,57,6.2442,156,28.5985,57.10407,156.4766417,-156.4766417,yes,"shallow, intertial",y,n,y,y,y,12:50
7,7,2019,132,AG-2,Agripina,no,11:05,12.6,28.6,.,57,6.2757,156,28.2931,57.104595,156.4715517,-156.4715517,yes,,y,y,n,y,n,12:50
7,7,2019,133,AG-5,Agripina,no,11:50,12.3,28.2,.,57,6.2984,156,27.4869,57.10497333,156.458115,-156.458115,yes,"sand, very steep",y,n,n,y,n,12:50
7,7,2019,134,AG-3,Agripina,no,12:25,12.1,29.1,.,57,6.4244,156,27.3844,57.10707333,156.4564067,-156.4564067,yes,steep,n,y,n,y,n,12:50
7,7,2019,135,AG-4,Agripina,no,13:24,11.8,29.6,.,57,6.5548,156,27.6045,57.10924667,156.460075,-156.460075,yes,steep,y,n,y,y,n,12:50
7,7,2019,136,AG-6,Agripina,no,14:10,17.7,11.6,.,57,6.7928,156,28.754,57.11321333,156.4792333,-156.4792333,yes,very shallow.set by walking,y,n,y,y,n,12:50
7,9,2019,137,PW-3,Port Wrangell,no,12:55,11,30.5,.,57,2.794,156,36.7911,57.04656667,156.613185,-156.613185,yes,deep,y,n,n,n,n,14:40
7,9,2019,138,PW-2,Port Wrangell,no,13:15,12.4,26.3,.,57,2.8779,156,36.722,57.047965,156.6120333,-156.6120333,yes,deep,y,n,n,y,n,14:40
7,9,2019,139,PW-1,Port Wrangell,no,13:50,12.6,28,.,57,2.9549,156,36.6918,57.04924833,156.61153,-156.61153,yes,,y,n,y,y,n,14:40
7,9,2019,140,PW-4,Port Wrangell,no,14:10,15.1,25.6,.,57,3.5432,156,37.3464,57.05905333,156.62244,-156.62244,yes,,n,y,y,n,n,14:40
7,12,2019,141,Mit-1,Mitrofania,no,15:25,11.1,31.4,.,55,58.6817,158,42.9042,55.97802833,158.71507,-158.71507,yes,,y,y,n,y,n,17:30
7,12,2019,142,Mit-2,Mitrofania,no,15:50,12.4,30.8,.,55,58.8073,158,42.8016,55.98012167,158.71336,-158.71336,yes,,y,y,n,y,n,17:30
7,12,2019,143,Mit-3,Mitrofania,no,16:24,13.2,30.5,.,55,58.7136,158,42.6657,55.97856,158.711095,-158.711095,yes,,y,y,y,n,y,17:30
